CMDLINE /home/runner/work/pykappa/pykappa/.venv/bin/python profile_uni_bi_small.py
MEM 0.128906 1767650429.4983
MEM 33.105469 1767650429.6010
MEM 52.953125 1767650429.7012
MEM 69.781250 1767650429.8015
MEM 85.699219 1767650429.9017
MEM 92.164062 1767650430.0020
MEM 97.414062 1767650430.1022
MEM 102.164062 1767650430.2025
MEM 102.539062 1767650430.3027
MEM 105.914062 1767650430.4030
MEM 105.914062 1767650430.5032
MEM 106.039062 1767650430.6034
MEM 106.164062 1767650430.7037
MEM 106.164062 1767650430.8039
MEM 106.164062 1767650430.9043
MEM 106.164062 1767650431.0045
MEM 106.164062 1767650431.1049
MEM 106.164062 1767650431.2052
MEM 106.289062 1767650431.3054
MEM 106.289062 1767650431.4056
MEM 106.289062 1767650431.5058
MEM 106.289062 1767650431.6060
MEM 106.289062 1767650431.7062
MEM 106.289062 1767650431.8064
MEM 106.289062 1767650431.9067
MEM 106.289062 1767650432.0069
MEM 106.289062 1767650432.1071
MEM 106.289062 1767650432.2073
MEM 106.289062 1767650432.3075
MEM 106.289062 1767650432.4077
MEM 106.289062 1767650432.5080
MEM 106.289062 1767650432.6083
MEM 106.289062 1767650432.7086
MEM 106.289062 1767650432.8089
MEM 106.289062 1767650432.9092
MEM 106.289062 1767650433.0095
MEM 106.289062 1767650433.1098
MEM 106.289062 1767650433.2101
MEM 106.289062 1767650433.3103
MEM 106.289062 1767650433.4105
MEM 106.289062 1767650433.5107
MEM 106.289062 1767650433.6109
MEM 106.289062 1767650433.7111
MEM 106.289062 1767650433.8113
MEM 106.289062 1767650433.9115
MEM 106.289062 1767650434.0117
MEM 106.289062 1767650434.1120
MEM 106.289062 1767650434.2122
MEM 106.289062 1767650434.3124
MEM 106.289062 1767650434.4127
MEM 106.289062 1767650434.5130
MEM 106.289062 1767650434.6132
MEM 106.289062 1767650434.7134
MEM 106.289062 1767650434.8136
MEM 106.289062 1767650434.9139
MEM 106.289062 1767650435.0141
MEM 106.289062 1767650435.1143
MEM 106.289062 1767650435.2145
MEM 106.289062 1767650435.3147
MEM 106.289062 1767650435.4149
MEM 106.289062 1767650435.5151
MEM 106.289062 1767650435.6153
MEM 106.289062 1767650435.7155
MEM 106.289062 1767650435.8157
MEM 106.289062 1767650435.9159
MEM 106.289062 1767650436.0162
MEM 106.289062 1767650436.1164
MEM 106.289062 1767650436.2166
MEM 106.289062 1767650436.3168
MEM 106.289062 1767650436.4170
MEM 106.289062 1767650436.5173
MEM 106.289062 1767650436.6175
MEM 106.289062 1767650436.7177
MEM 106.289062 1767650436.8179
MEM 106.289062 1767650436.9181
MEM 106.289062 1767650437.0183
MEM 106.289062 1767650437.1185
MEM 106.289062 1767650437.2187
MEM 106.289062 1767650437.3189
MEM 106.289062 1767650437.4191
MEM 106.289062 1767650437.5193
MEM 106.289062 1767650437.6195
MEM 106.289062 1767650437.7197
MEM 106.414062 1767650437.8199
MEM 106.414062 1767650437.9201
MEM 106.414062 1767650438.0203
MEM 106.414062 1767650438.1205
MEM 106.414062 1767650438.2207
MEM 106.414062 1767650438.3210
MEM 106.414062 1767650438.4212
MEM 106.414062 1767650438.5214
MEM 106.414062 1767650438.6216
MEM 106.414062 1767650438.7218
MEM 106.414062 1767650438.8220
MEM 106.414062 1767650438.9222
MEM 106.414062 1767650439.0224
MEM 106.414062 1767650439.1226
MEM 106.414062 1767650439.2229
MEM 106.414062 1767650439.3231
MEM 106.414062 1767650439.4233
MEM 106.414062 1767650439.5235
MEM 106.414062 1767650439.6237
MEM 106.414062 1767650439.7239
MEM 106.414062 1767650439.8241
MEM 106.414062 1767650439.9243
MEM 106.414062 1767650440.0245
MEM 106.414062 1767650440.1247
MEM 106.414062 1767650440.2249
MEM 106.414062 1767650440.3252
MEM 106.414062 1767650440.4254
MEM 106.414062 1767650440.5256
MEM 106.414062 1767650440.6258
MEM 106.414062 1767650440.7260
MEM 106.414062 1767650440.8262
MEM 106.414062 1767650440.9264
MEM 106.414062 1767650441.0266
MEM 106.414062 1767650441.1269
MEM 106.414062 1767650441.2271
MEM 106.414062 1767650441.3273
MEM 106.414062 1767650441.4275
MEM 106.414062 1767650441.5277
MEM 106.414062 1767650441.6279
MEM 106.414062 1767650441.7281
MEM 106.414062 1767650441.8283
MEM 106.414062 1767650441.9285
MEM 106.414062 1767650442.0287
MEM 106.414062 1767650442.1289
MEM 106.414062 1767650442.2291
MEM 106.414062 1767650442.3293
MEM 106.414062 1767650442.4295
MEM 106.414062 1767650442.5298
MEM 106.414062 1767650442.6300
MEM 106.414062 1767650442.7302
MEM 106.414062 1767650442.8304
MEM 106.414062 1767650442.9306
MEM 106.414062 1767650443.0308
MEM 106.414062 1767650443.1310
MEM 106.414062 1767650443.2312
MEM 106.414062 1767650443.3314
MEM 106.414062 1767650443.4316
MEM 106.414062 1767650443.5318
MEM 106.414062 1767650443.6320
MEM 106.414062 1767650443.7322
MEM 106.414062 1767650443.8324
MEM 106.414062 1767650443.9326
MEM 106.414062 1767650444.0329
MEM 106.414062 1767650444.1331
MEM 106.414062 1767650444.2333
MEM 106.414062 1767650444.3335
MEM 106.414062 1767650444.4337
MEM 106.414062 1767650444.5339
MEM 106.414062 1767650444.6341
MEM 106.414062 1767650444.7343
MEM 106.414062 1767650444.8345
MEM 106.414062 1767650444.9347
MEM 106.414062 1767650445.0349
MEM 106.414062 1767650445.1352
MEM 106.414062 1767650445.2354
MEM 106.414062 1767650445.3356
MEM 106.414062 1767650445.4358
MEM 106.414062 1767650445.5360
MEM 106.414062 1767650445.6362
MEM 106.414062 1767650445.7364
MEM 106.414062 1767650445.8366
MEM 106.414062 1767650445.9368
MEM 106.414062 1767650446.0370
MEM 106.414062 1767650446.1372
MEM 106.414062 1767650446.2374
MEM 106.414062 1767650446.3376
MEM 106.414062 1767650446.4378
MEM 106.414062 1767650446.5380
MEM 106.414062 1767650446.6382
MEM 106.414062 1767650446.7384
MEM 106.414062 1767650446.8386
MEM 106.414062 1767650446.9389
MEM 106.414062 1767650447.0391
MEM 106.414062 1767650447.1394
