CMDLINE /home/runner/work/pykappa/pykappa/.venv/bin/python profile_heterodimerization_small.py
MEM 0.140625 1767650400.7282
MEM 26.523438 1767650400.8285
MEM 30.230469 1767650400.9287
MEM 33.105469 1767650401.0290
MEM 33.105469 1767650401.1292
MEM 35.718750 1767650401.2295
MEM 43.601562 1767650401.3298
MEM 49.128906 1767650401.4301
MEM 51.062500 1767650401.5304
MEM 58.175781 1767650401.6306
MEM 69.109375 1767650401.7309
MEM 71.898438 1767650401.8311
MEM 73.011719 1767650401.9314
MEM 82.855469 1767650402.0317
MEM 84.046875 1767650402.1319
MEM 84.515625 1767650402.2322
MEM 85.613281 1767650402.3325
MEM 87.191406 1767650402.4327
MEM 89.132812 1767650402.5330
MEM 93.148438 1767650402.6332
MEM 93.277344 1767650402.7334
MEM 95.421875 1767650402.8337
MEM 102.148438 1767650402.9339
MEM 106.414062 1767650403.0342
MEM 106.414062 1767650403.1344
MEM 106.960938 1767650403.2345
MEM 106.960938 1767650403.3348
MEM 107.101562 1767650403.4350
MEM 107.101562 1767650403.5351
MEM 107.101562 1767650403.6354
MEM 107.101562 1767650403.7356
MEM 107.101562 1767650403.8358
MEM 107.488281 1767650403.9360
MEM 107.488281 1767650404.0362
MEM 110.730469 1767650404.1364
MEM 112.480469 1767650404.2367
MEM 113.855469 1767650404.3369
MEM 118.480469 1767650404.4372
MEM 119.605469 1767650404.5374
MEM 119.605469 1767650404.6376
MEM 119.980469 1767650404.7379
MEM 120.730469 1767650404.8382
MEM 123.855469 1767650404.9384
MEM 124.230469 1767650405.0386
MEM 124.230469 1767650405.1389
MEM 124.230469 1767650405.2391
MEM 124.355469 1767650405.3393
MEM 121.511719 1767650405.4396
