CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.265625 1779828578.2943
MEM 27.941406 1779828578.3946
MEM 35.691406 1779828578.4949
MEM 52.789062 1779828578.5951
MEM 68.683594 1779828578.6955
MEM 86.519531 1779828578.7957
MEM 94.398438 1779828578.8960
MEM 94.480469 1779828578.9963
MEM 95.515625 1779828579.0965
MEM 101.367188 1779828579.1968
MEM 105.707031 1779828579.2970
MEM 108.078125 1779828579.3973
MEM 111.941406 1779828579.4976
MEM 112.566406 1779828579.5979
MEM 112.867188 1779828579.6982
MEM 112.968750 1779828579.7985
MEM 113.050781 1779828579.8988
MEM 110.140625 1779828579.9991
