CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.261719 1773681517.9034
MEM 26.300781 1773681518.0036
MEM 33.957031 1773681518.1038
MEM 34.730469 1773681518.2041
MEM 44.406250 1773681518.3042
MEM 56.664062 1773681518.4045
MEM 64.558594 1773681518.5047
MEM 79.121094 1773681518.6049
MEM 93.585938 1773681518.7051
MEM 96.066406 1773681518.8053
MEM 96.066406 1773681518.9055
MEM 96.785156 1773681519.0058
MEM 96.800781 1773681519.1061
MEM 96.800781 1773681519.2063
MEM 96.800781 1773681519.3065
MEM 97.277344 1773681519.4067
MEM 97.277344 1773681519.5069
MEM 97.277344 1773681519.6071
MEM 97.375000 1773681519.7074
MEM 97.375000 1773681519.8076
MEM 97.375000 1773681519.9078
MEM 97.375000 1773681520.0081
MEM 97.375000 1773681520.1083
MEM 97.375000 1773681520.2085
MEM 97.375000 1773681520.3087
MEM 97.375000 1773681520.4089
MEM 97.375000 1773681520.5092
MEM 97.375000 1773681520.6094
MEM 97.769531 1773681520.7096
MEM 102.964844 1773681520.8099
MEM 107.878906 1773681520.9101
MEM 109.757812 1773681521.0104
MEM 110.394531 1773681521.1106
MEM 114.261719 1773681521.2109
MEM 114.617188 1773681521.3112
MEM 114.960938 1773681521.4114
MEM 115.160156 1773681521.5116
MEM 115.203125 1773681521.6119
MEM 112.339844 1773681521.7122
