CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.261719 1785786493.9204
MEM 26.285156 1785786494.0207
MEM 38.863281 1785786494.1210
MEM 54.218750 1785786494.2213
MEM 64.308594 1785786494.3215
MEM 77.253906 1785786494.4218
MEM 90.335938 1785786494.5221
MEM 96.734375 1785786494.6224
MEM 97.445312 1785786494.7227
MEM 97.574219 1785786494.8230
MEM 97.574219 1785786494.9233
MEM 97.980469 1785786495.0236
MEM 102.027344 1785786495.1239
MEM 105.808594 1785786495.2243
MEM 110.015625 1785786495.3246
MEM 111.011719 1785786495.4250
MEM 114.296875 1785786495.5253
MEM 115.316406 1785786495.6257
MEM 115.753906 1785786495.7261
MEM 115.800781 1785786495.8264
MEM 116.046875 1785786495.9267
MEM 116.070312 1785786496.0271
MEM 112.167969 1785786496.1275
