CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.453125 1783951372.0680
MEM 25.375000 1783951372.1683
MEM 34.394531 1783951372.2687
MEM 53.074219 1783951372.3690
MEM 58.238281 1783951372.4692
MEM 72.472656 1783951372.5695
MEM 78.296875 1783951372.6698
MEM 87.367188 1783951372.7701
MEM 92.453125 1783951372.8704
MEM 96.968750 1783951372.9707
MEM 97.382812 1783951373.0710
MEM 97.476562 1783951373.1713
MEM 97.476562 1783951373.2716
MEM 97.476562 1783951373.3720
MEM 97.476562 1783951373.4724
MEM 97.476562 1783951373.5727
MEM 97.476562 1783951373.6731
MEM 97.476562 1783951373.7734
MEM 97.476562 1783951373.8737
MEM 97.476562 1783951373.9741
MEM 97.476562 1783951374.0744
MEM 97.476562 1783951374.1747
MEM 98.628906 1783951374.2750
MEM 104.261719 1783951374.3753
MEM 106.894531 1783951374.4757
MEM 110.507812 1783951374.5760
MEM 112.914062 1783951374.6763
MEM 115.394531 1783951374.7767
MEM 115.882812 1783951374.8770
MEM 116.035156 1783951374.9774
MEM 116.066406 1783951375.0778
MEM 112.281250 1783951375.1781
