CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.261719 1784735564.7887
MEM 26.480469 1784735564.8891
MEM 40.570312 1784735564.9901
MEM 51.906250 1784735565.0904
MEM 56.011719 1784735565.1907
MEM 67.699219 1784735565.2910
MEM 78.085938 1784735565.3913
MEM 87.562500 1784735565.4915
MEM 90.492188 1784735565.5918
MEM 96.894531 1784735565.6921
MEM 96.894531 1784735565.7924
MEM 97.046875 1784735565.8927
MEM 97.648438 1784735565.9930
MEM 97.738281 1784735566.0933
MEM 97.738281 1784735566.1937
MEM 97.742188 1784735566.2941
MEM 97.742188 1784735566.3944
MEM 97.742188 1784735566.4947
MEM 97.742188 1784735566.5951
MEM 97.742188 1784735566.6954
MEM 97.742188 1784735566.7958
MEM 97.742188 1784735566.8962
MEM 97.742188 1784735566.9965
MEM 97.742188 1784735567.0969
MEM 97.742188 1784735567.1972
MEM 97.742188 1784735567.2975
MEM 97.742188 1784735567.3979
MEM 97.742188 1784735567.4982
MEM 97.742188 1784735567.5985
MEM 100.542969 1784735567.6988
MEM 105.343750 1784735567.7992
MEM 108.144531 1784735567.8995
MEM 110.773438 1784735567.9999
MEM 112.566406 1784735568.1002
MEM 115.078125 1784735568.2006
MEM 115.500000 1784735568.3009
MEM 115.605469 1784735568.4013
MEM 115.718750 1784735568.5016
MEM 115.785156 1784735568.6020
MEM 113.816406 1784735568.7024
