CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.328125 1774031810.1254
MEM 25.339844 1774031810.2257
MEM 34.070312 1774031810.3260
MEM 45.449219 1774031810.4263
MEM 62.867188 1774031810.5267
MEM 78.089844 1774031810.6270
MEM 91.578125 1774031810.7273
MEM 96.105469 1774031810.8276
MEM 96.105469 1774031810.9279
MEM 96.808594 1774031811.0282
MEM 96.824219 1774031811.1285
MEM 96.824219 1774031811.2288
MEM 96.824219 1774031811.3291
MEM 96.824219 1774031811.4294
MEM 96.824219 1774031811.5296
MEM 97.332031 1774031811.6299
MEM 97.332031 1774031811.7302
MEM 97.433594 1774031811.8304
MEM 97.433594 1774031811.9307
MEM 97.804688 1774031812.0310
MEM 102.031250 1774031812.1313
MEM 107.339844 1774031812.2317
MEM 109.761719 1774031812.3320
MEM 110.304688 1774031812.4323
MEM 114.156250 1774031812.5327
MEM 114.644531 1774031812.6330
MEM 114.808594 1774031812.7333
MEM 114.902344 1774031812.8337
MEM 114.980469 1774031812.9340
MEM 112.078125 1774031813.0344
