CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.445312 1785509425.2487
MEM 26.371094 1785509425.3490
MEM 39.753906 1785509425.4509
MEM 55.964844 1785509425.5512
MEM 69.367188 1785509425.6515
MEM 84.292969 1785509425.7518
MEM 96.109375 1785509425.8521
MEM 97.750000 1785509425.9524
MEM 97.855469 1785509426.0528
MEM 97.863281 1785509426.1530
MEM 97.984375 1785509426.2534
MEM 101.523438 1785509426.3537
MEM 106.144531 1785509426.4540
MEM 110.218750 1785509426.5544
MEM 111.277344 1785509426.6548
MEM 114.562500 1785509426.7551
MEM 115.722656 1785509426.8554
MEM 116.109375 1785509426.9558
MEM 116.156250 1785509427.0561
MEM 116.203125 1785509427.1564
MEM 115.253906 1785509427.2568
MEM 112.554688 1785509427.3571
