CMDLINE /opt/hostedtoolcache/Python/3.12.12/x64/bin/python profile_heterodimerization_small.py
MEM 0.265625 1772212588.7480
MEM 26.093750 1772212588.8483
MEM 34.789062 1772212588.9485
MEM 49.601562 1772212589.0489
MEM 57.300781 1772212589.1491
MEM 74.523438 1772212589.2494
MEM 80.347656 1772212589.3497
MEM 95.507812 1772212589.4499
MEM 96.167969 1772212589.5502
MEM 96.242188 1772212589.6504
MEM 97.250000 1772212589.7506
MEM 101.960938 1772212589.8509
MEM 107.437500 1772212589.9511
MEM 109.113281 1772212590.0514
MEM 109.632812 1772212590.1517
MEM 113.597656 1772212590.2519
MEM 113.972656 1772212590.3521
MEM 114.281250 1772212590.4523
MEM 114.359375 1772212590.5524
MEM 114.468750 1772212590.6527
MEM 112.535156 1772212590.7529
