CMDLINE /home/runner/work/pykappa/pykappa/.venv/bin/python profile_heterodimerization_small.py
MEM 0.328125 1771020706.1994
MEM 26.914062 1771020706.2999
MEM 29.250000 1771020706.4001
MEM 30.062500 1771020706.5004
MEM 30.234375 1771020706.6005
MEM 32.816406 1771020706.7007
MEM 33.187500 1771020706.8009
MEM 35.917969 1771020706.9012
MEM 44.210938 1771020707.0014
MEM 44.406250 1771020707.1016
MEM 50.714844 1771020707.2017
MEM 54.062500 1771020707.3019
MEM 58.855469 1771020707.4024
MEM 71.562500 1771020707.5027
MEM 72.605469 1771020707.6029
MEM 74.101562 1771020707.7030
MEM 85.546875 1771020707.8033
MEM 84.929688 1771020707.9035
MEM 84.929688 1771020708.0038
MEM 86.406250 1771020708.1040
MEM 87.625000 1771020708.2042
MEM 89.589844 1771020708.3047
MEM 92.296875 1771020708.4050
MEM 95.421875 1771020708.5052
MEM 96.929688 1771020708.6054
MEM 103.464844 1771020708.7056
MEM 106.910156 1771020708.8058
MEM 107.210938 1771020708.9060
MEM 107.500000 1771020709.0062
MEM 107.500000 1771020709.1067
MEM 107.500000 1771020709.2072
MEM 107.500000 1771020709.3074
MEM 107.566406 1771020709.4076
MEM 107.566406 1771020709.5079
MEM 107.566406 1771020709.6082
MEM 107.566406 1771020709.7084
MEM 107.566406 1771020709.8088
MEM 107.937500 1771020709.9094
MEM 107.937500 1771020710.0096
MEM 107.937500 1771020710.1098
MEM 107.937500 1771020710.2100
MEM 107.937500 1771020710.3102
MEM 107.937500 1771020710.4105
MEM 107.937500 1771020710.5109
MEM 107.937500 1771020710.6111
MEM 107.937500 1771020710.7113
MEM 107.937500 1771020710.8115
MEM 111.691406 1771020710.9118
MEM 114.312500 1771020711.0120
MEM 118.929688 1771020711.1122
MEM 120.054688 1771020711.2125
MEM 120.093750 1771020711.3127
MEM 120.281250 1771020711.4130
MEM 121.101562 1771020711.5133
MEM 130.304688 1771020711.6135
MEM 128.359375 1771020711.7137
MEM 128.363281 1771020711.8139
MEM 128.375000 1771020711.9142
MEM 128.375000 1771020712.0145
MEM 123.433594 1771020712.1148
