CMDLINE /home/runner/work/pykappa/pykappa/.venv/bin/python profile_ktam.py
MEM 0.496094 1771020714.7067
MEM 34.058594 1771020714.8085
MEM 56.265625 1771020714.9088
MEM 73.234375 1771020715.0090
MEM 88.808594 1771020715.1093
MEM 96.347656 1771020715.2096
MEM 102.277344 1771020715.3098
MEM 103.191406 1771020715.4101
MEM 104.718750 1771020715.5104
MEM 104.769531 1771020715.6106
MEM 104.769531 1771020715.7108
MEM 104.773438 1771020715.8110
MEM 104.781250 1771020715.9113
MEM 104.781250 1771020716.0115
MEM 104.781250 1771020716.1118
MEM 104.781250 1771020716.2120
MEM 104.781250 1771020716.3122
MEM 104.781250 1771020716.4124
MEM 104.781250 1771020716.5126
MEM 104.781250 1771020716.6129
MEM 104.781250 1771020716.7131
MEM 104.781250 1771020716.8134
MEM 104.781250 1771020716.9137
MEM 104.785156 1771020717.0139
MEM 104.785156 1771020717.1141
MEM 104.789062 1771020717.2144
MEM 104.789062 1771020717.3146
MEM 104.789062 1771020717.4148
MEM 104.792969 1771020717.5150
MEM 104.792969 1771020717.6152
MEM 104.796875 1771020717.7154
MEM 104.796875 1771020717.8156
MEM 104.796875 1771020717.9158
MEM 104.808594 1771020718.0160
MEM 104.808594 1771020718.1162
MEM 104.808594 1771020718.2166
MEM 104.812500 1771020718.3168
MEM 104.816406 1771020718.4170
MEM 104.816406 1771020718.5172
MEM 104.816406 1771020718.6174
MEM 104.820312 1771020718.7177
MEM 104.820312 1771020718.8179
MEM 104.820312 1771020718.9181
MEM 104.820312 1771020719.0184
MEM 104.828125 1771020719.1186
MEM 104.828125 1771020719.2188
MEM 104.828125 1771020719.3190
MEM 104.828125 1771020719.4193
MEM 104.835938 1771020719.5195
MEM 104.835938 1771020719.6197
MEM 104.835938 1771020719.7199
MEM 104.839844 1771020719.8201
MEM 104.839844 1771020719.9203
MEM 104.843750 1771020720.0205
MEM 104.843750 1771020720.1207
MEM 104.847656 1771020720.2210
MEM 104.847656 1771020720.3213
MEM 104.847656 1771020720.4215
MEM 104.847656 1771020720.5217
MEM 104.851562 1771020720.6219
MEM 104.851562 1771020720.7222
MEM 104.851562 1771020720.8224
MEM 104.855469 1771020720.9226
MEM 104.855469 1771020721.0228
MEM 104.855469 1771020721.1230
MEM 104.855469 1771020721.2232
MEM 104.863281 1771020721.3234
MEM 104.863281 1771020721.4237
MEM 104.867188 1771020721.5239
MEM 104.867188 1771020721.6241
MEM 104.867188 1771020721.7243
MEM 104.871094 1771020721.8245
MEM 104.871094 1771020721.9247
MEM 104.875000 1771020722.0249
MEM 104.875000 1771020722.1251
MEM 104.878906 1771020722.2253
MEM 104.878906 1771020722.3255
MEM 104.882812 1771020722.4258
MEM 104.882812 1771020722.5260
MEM 104.882812 1771020722.6262
MEM 104.882812 1771020722.7267
MEM 104.886719 1771020722.8269
MEM 104.890625 1771020722.9271
MEM 104.890625 1771020723.0273
MEM 104.894531 1771020723.1275
MEM 104.894531 1771020723.2277
MEM 104.898438 1771020723.3279
MEM 104.898438 1771020723.4281
MEM 104.898438 1771020723.5284
MEM 104.898438 1771020723.6287
