CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.261719 1785854206.0926
MEM 25.761719 1785854206.1929
MEM 34.691406 1785854206.2932
MEM 50.128906 1785854206.3944
MEM 56.863281 1785854206.4946
MEM 70.554688 1785854206.5949
MEM 81.726562 1785854206.6953
MEM 90.726562 1785854206.7956
MEM 97.113281 1785854206.8959
MEM 97.105469 1785854206.9963
MEM 97.105469 1785854207.0966
MEM 97.105469 1785854207.1970
MEM 97.105469 1785854207.2974
MEM 97.105469 1785854207.3978
MEM 97.105469 1785854207.4982
MEM 97.105469 1785854207.5985
MEM 97.105469 1785854207.6988
MEM 97.832031 1785854207.7991
MEM 97.933594 1785854207.8994
MEM 97.941406 1785854207.9998
MEM 97.945312 1785854208.1001
MEM 97.945312 1785854208.2005
MEM 97.945312 1785854208.3009
MEM 97.945312 1785854208.4013
MEM 97.945312 1785854208.5017
MEM 97.945312 1785854208.6020
MEM 97.945312 1785854208.7024
MEM 97.945312 1785854208.8027
MEM 97.945312 1785854208.9031
MEM 98.066406 1785854209.0034
MEM 100.863281 1785854209.1038
MEM 105.832031 1785854209.2042
MEM 108.363281 1785854209.3045
MEM 110.968750 1785854209.4048
MEM 113.105469 1785854209.5052
MEM 115.632812 1785854209.6056
MEM 116.011719 1785854209.7060
MEM 116.386719 1785854209.8064
MEM 116.609375 1785854209.9068
MEM 116.652344 1785854210.0072
MEM 114.683594 1785854210.1075
