CMDLINE /home/runner/work/pykappa/pykappa/.venv/bin/python profile_uni_bi_small.py
MEM 0.492188 1771259082.9093
MEM 33.917969 1771259083.0101
MEM 54.566406 1771259083.1103
MEM 70.808594 1771259083.2106
MEM 87.593750 1771259083.3107
MEM 94.492188 1771259083.4110
MEM 101.535156 1771259083.5113
MEM 103.402344 1771259083.6115
MEM 106.000000 1771259083.7118
MEM 106.050781 1771259083.8121
MEM 106.250000 1771259083.9124
MEM 106.343750 1771259084.0127
MEM 106.390625 1771259084.1130
MEM 106.406250 1771259084.2132
MEM 106.414062 1771259084.3136
MEM 106.414062 1771259084.4138
MEM 106.414062 1771259084.5143
MEM 106.414062 1771259084.6145
MEM 106.433594 1771259084.7148
MEM 106.433594 1771259084.8152
MEM 106.449219 1771259084.9155
MEM 106.449219 1771259085.0159
MEM 106.449219 1771259085.1162
MEM 106.449219 1771259085.2166
MEM 106.449219 1771259085.3168
MEM 106.464844 1771259085.4171
MEM 106.464844 1771259085.5174
MEM 106.464844 1771259085.6177
MEM 106.464844 1771259085.7181
MEM 106.464844 1771259085.8184
MEM 106.464844 1771259085.9187
MEM 106.464844 1771259086.0190
MEM 106.464844 1771259086.1193
MEM 106.464844 1771259086.2195
MEM 106.464844 1771259086.3198
MEM 106.464844 1771259086.4200
MEM 106.464844 1771259086.5203
MEM 106.464844 1771259086.6205
MEM 106.496094 1771259086.7209
MEM 106.496094 1771259086.8211
MEM 106.496094 1771259086.9214
MEM 106.496094 1771259087.0216
MEM 106.500000 1771259087.1220
MEM 106.500000 1771259087.2223
MEM 106.500000 1771259087.3225
MEM 106.500000 1771259087.4228
MEM 106.503906 1771259087.5231
MEM 106.503906 1771259087.6235
MEM 106.503906 1771259087.7238
MEM 106.503906 1771259087.8241
MEM 106.503906 1771259087.9243
MEM 106.511719 1771259088.0246
MEM 106.511719 1771259088.1249
MEM 106.511719 1771259088.2252
MEM 106.515625 1771259088.3254
MEM 106.519531 1771259088.4257
MEM 106.523438 1771259088.5260
MEM 106.523438 1771259088.6263
MEM 106.523438 1771259088.7267
MEM 106.523438 1771259088.8270
MEM 106.523438 1771259088.9273
MEM 106.523438 1771259089.0275
MEM 106.527344 1771259089.1278
MEM 106.531250 1771259089.2281
MEM 106.531250 1771259089.3284
MEM 106.531250 1771259089.4287
MEM 106.531250 1771259089.5290
MEM 106.531250 1771259089.6293
MEM 106.531250 1771259089.7296
MEM 106.535156 1771259089.8299
MEM 106.535156 1771259089.9301
MEM 106.535156 1771259090.0304
MEM 106.539062 1771259090.1307
MEM 106.539062 1771259090.2310
MEM 106.539062 1771259090.3314
MEM 106.539062 1771259090.4317
MEM 106.539062 1771259090.5319
MEM 106.542969 1771259090.6322
MEM 106.542969 1771259090.7324
MEM 106.542969 1771259090.8327
MEM 106.546875 1771259090.9329
MEM 106.546875 1771259091.0332
MEM 106.546875 1771259091.1335
MEM 106.546875 1771259091.2337
MEM 106.546875 1771259091.3341
MEM 106.550781 1771259091.4345
MEM 106.550781 1771259091.5347
MEM 106.550781 1771259091.6350
MEM 106.550781 1771259091.7353
MEM 106.554688 1771259091.8355
MEM 106.554688 1771259091.9358
MEM 106.554688 1771259092.0360
MEM 106.554688 1771259092.1363
MEM 106.554688 1771259092.2366
MEM 106.554688 1771259092.3369
MEM 106.558594 1771259092.4372
MEM 106.558594 1771259092.5374
MEM 106.562500 1771259092.6377
MEM 106.566406 1771259092.7380
MEM 106.570312 1771259092.8383
MEM 106.574219 1771259092.9385
MEM 106.582031 1771259093.0388
MEM 106.585938 1771259093.1391
MEM 106.589844 1771259093.2394
MEM 106.593750 1771259093.3397
MEM 106.597656 1771259093.4400
MEM 106.605469 1771259093.5403
MEM 106.609375 1771259093.6405
MEM 106.613281 1771259093.7408
MEM 106.621094 1771259093.8410
MEM 106.621094 1771259093.9413
MEM 106.625000 1771259094.0416
MEM 106.628906 1771259094.1418
MEM 106.632812 1771259094.2421
MEM 106.640625 1771259094.3424
MEM 106.644531 1771259094.4428
MEM 106.648438 1771259094.5430
MEM 106.652344 1771259094.6433
MEM 106.664062 1771259094.7437
MEM 106.667969 1771259094.8439
MEM 106.671875 1771259094.9443
MEM 106.671875 1771259095.0445
MEM 106.675781 1771259095.1448
MEM 106.679688 1771259095.2452
MEM 106.683594 1771259095.3455
MEM 106.687500 1771259095.4458
MEM 106.695312 1771259095.5461
MEM 106.695312 1771259095.6463
MEM 106.699219 1771259095.7466
MEM 106.707031 1771259095.8470
MEM 106.707031 1771259095.9474
MEM 106.710938 1771259096.0476
MEM 106.718750 1771259096.1479
MEM 106.722656 1771259096.2481
MEM 106.726562 1771259096.3484
MEM 106.730469 1771259096.4487
MEM 106.738281 1771259096.5490
MEM 106.742188 1771259096.6492
MEM 106.746094 1771259096.7495
MEM 106.753906 1771259096.8498
MEM 106.757812 1771259096.9501
MEM 106.761719 1771259097.0503
MEM 106.765625 1771259097.1506
