CMDLINE /home/runner/work/pykappa/pykappa/.venv/bin/python profile_ktam.py
MEM 0.492188 1771259063.4284
MEM 34.113281 1771259063.5291
MEM 55.542969 1771259063.6293
MEM 72.093750 1771259063.7296
MEM 87.546875 1771259063.8299
MEM 95.468750 1771259063.9301
MEM 102.058594 1771259064.0304
MEM 103.273438 1771259064.1307
MEM 104.167969 1771259064.2310
MEM 104.203125 1771259064.3312
MEM 104.203125 1771259064.4315
MEM 104.203125 1771259064.5318
MEM 104.203125 1771259064.6321
MEM 104.203125 1771259064.7324
MEM 104.203125 1771259064.8327
MEM 104.203125 1771259064.9330
MEM 104.203125 1771259065.0332
MEM 104.203125 1771259065.1335
MEM 104.203125 1771259065.2338
MEM 104.207031 1771259065.3342
MEM 104.207031 1771259065.4345
MEM 104.207031 1771259065.5348
MEM 104.210938 1771259065.6351
MEM 104.210938 1771259065.7354
MEM 104.214844 1771259065.8357
MEM 104.214844 1771259065.9360
MEM 104.218750 1771259066.0363
MEM 104.218750 1771259066.1366
MEM 104.222656 1771259066.2369
MEM 104.222656 1771259066.3372
MEM 104.222656 1771259066.4374
MEM 104.226562 1771259066.5378
MEM 104.226562 1771259066.6381
MEM 104.230469 1771259066.7385
MEM 104.242188 1771259066.8388
MEM 104.246094 1771259066.9391
MEM 104.246094 1771259067.0393
MEM 104.250000 1771259067.1396
MEM 104.253906 1771259067.2400
MEM 104.253906 1771259067.3403
MEM 104.265625 1771259067.4406
MEM 104.273438 1771259067.5409
MEM 104.277344 1771259067.6412
MEM 104.285156 1771259067.7415
MEM 104.300781 1771259067.8419
MEM 104.312500 1771259067.9422
MEM 104.316406 1771259068.0424
MEM 104.324219 1771259068.1427
MEM 104.332031 1771259068.2430
MEM 104.343750 1771259068.3433
MEM 104.343750 1771259068.4436
MEM 104.351562 1771259068.5439
MEM 104.359375 1771259068.6442
MEM 104.367188 1771259068.7445
MEM 104.382812 1771259068.8448
MEM 104.390625 1771259068.9451
MEM 104.398438 1771259069.0454
MEM 104.406250 1771259069.1457
MEM 104.414062 1771259069.2460
MEM 104.421875 1771259069.3464
MEM 104.433594 1771259069.4467
MEM 104.445312 1771259069.5471
MEM 104.449219 1771259069.6474
MEM 104.460938 1771259069.7478
MEM 104.468750 1771259069.8481
MEM 104.476562 1771259069.9484
MEM 104.484375 1771259070.0487
MEM 104.496094 1771259070.1489
MEM 104.503906 1771259070.2492
MEM 104.515625 1771259070.3495
MEM 104.523438 1771259070.4498
MEM 104.531250 1771259070.5501
MEM 104.539062 1771259070.6504
MEM 104.546875 1771259070.7507
MEM 104.558594 1771259070.8510
MEM 104.566406 1771259070.9513
MEM 104.574219 1771259071.0516
MEM 104.582031 1771259071.1518
MEM 104.593750 1771259071.2521
MEM 104.601562 1771259071.3524
MEM 104.609375 1771259071.4527
MEM 104.613281 1771259071.5530
MEM 104.625000 1771259071.6533
MEM 104.636719 1771259071.7536
MEM 104.644531 1771259071.8539
MEM 104.652344 1771259071.9543
MEM 104.656250 1771259072.0547
MEM 104.667969 1771259072.1552
MEM 104.675781 1771259072.2555
MEM 104.683594 1771259072.3558
MEM 104.691406 1771259072.4561
