CMDLINE /home/runner/work/pykappa/pykappa/.venv/bin/python profile_ktam.py
MEM 0.261719 1771260786.6958
MEM 31.566406 1771260786.7962
MEM 47.796875 1771260786.8964
MEM 66.488281 1771260786.9967
MEM 79.699219 1771260787.0970
MEM 89.378906 1771260787.1973
MEM 96.003906 1771260787.2976
MEM 101.605469 1771260787.3979
MEM 102.812500 1771260787.4982
MEM 103.699219 1771260787.5986
MEM 103.730469 1771260787.6989
MEM 103.746094 1771260787.7992
MEM 103.746094 1771260787.8995
MEM 103.746094 1771260787.9998
MEM 103.746094 1771260788.1002
MEM 103.746094 1771260788.2005
MEM 103.746094 1771260788.3009
MEM 103.746094 1771260788.4012
MEM 103.746094 1771260788.5015
MEM 103.746094 1771260788.6018
MEM 103.746094 1771260788.7022
MEM 103.746094 1771260788.8025
MEM 103.746094 1771260788.9028
MEM 103.746094 1771260789.0032
MEM 103.746094 1771260789.1035
MEM 103.746094 1771260789.2038
MEM 103.746094 1771260789.3042
MEM 103.750000 1771260789.4045
MEM 103.750000 1771260789.5048
MEM 103.753906 1771260789.6052
MEM 103.753906 1771260789.7055
MEM 103.753906 1771260789.8058
MEM 103.761719 1771260789.9062
MEM 103.761719 1771260790.0065
MEM 103.761719 1771260790.1068
MEM 103.765625 1771260790.2072
MEM 103.765625 1771260790.3075
MEM 103.765625 1771260790.4078
MEM 103.769531 1771260790.5082
MEM 103.769531 1771260790.6085
MEM 103.769531 1771260790.7088
MEM 103.777344 1771260790.8091
MEM 103.781250 1771260790.9094
MEM 103.781250 1771260791.0098
MEM 103.781250 1771260791.1101
MEM 103.785156 1771260791.2104
MEM 103.785156 1771260791.3108
MEM 103.789062 1771260791.4111
MEM 103.789062 1771260791.5115
MEM 103.789062 1771260791.6118
MEM 103.796875 1771260791.7122
MEM 103.804688 1771260791.8126
MEM 103.812500 1771260791.9129
MEM 103.820312 1771260792.0132
MEM 103.824219 1771260792.1135
MEM 103.835938 1771260792.2139
MEM 103.843750 1771260792.3142
MEM 103.851562 1771260792.4145
MEM 103.859375 1771260792.5149
MEM 103.863281 1771260792.6152
MEM 103.871094 1771260792.7155
MEM 103.882812 1771260792.8158
MEM 103.890625 1771260792.9162
MEM 103.898438 1771260793.0165
MEM 103.906250 1771260793.1168
MEM 103.914062 1771260793.2172
MEM 103.921875 1771260793.3175
MEM 103.929688 1771260793.4179
MEM 103.937500 1771260793.5182
MEM 103.945312 1771260793.6185
MEM 103.953125 1771260793.7189
MEM 103.960938 1771260793.8192
MEM 103.964844 1771260793.9195
MEM 103.964844 1771260794.0199
MEM 103.964844 1771260794.1202
MEM 103.976562 1771260794.2205
MEM 103.984375 1771260794.3209
MEM 103.988281 1771260794.4212
MEM 103.996094 1771260794.5215
MEM 104.007812 1771260794.6219
MEM 104.011719 1771260794.7222
MEM 104.019531 1771260794.8225
MEM 104.023438 1771260794.9229
MEM 104.035156 1771260795.0232
MEM 104.046875 1771260795.1235
MEM 104.050781 1771260795.2238
MEM 104.058594 1771260795.3242
MEM 104.066406 1771260795.4245
MEM 104.074219 1771260795.5248
MEM 104.085938 1771260795.6252
MEM 104.089844 1771260795.7255
MEM 104.097656 1771260795.8259
MEM 104.105469 1771260795.9262
MEM 104.113281 1771260796.0265
MEM 104.125000 1771260796.1268
MEM 104.128906 1771260796.2272
MEM 104.136719 1771260796.3275
MEM 104.148438 1771260796.4278
MEM 104.152344 1771260796.5281
MEM 104.164062 1771260796.6284
MEM 104.167969 1771260796.7288
MEM 104.175781 1771260796.8292
MEM 103.242188 1771260796.9295
