CMDLINE /home/runner/work/pykappa/pykappa/.venv/bin/python profile_uni_bi_small.py
MEM 0.492188 1771260808.7360
MEM 32.324219 1771260808.8372
MEM 51.175781 1771260808.9374
MEM 67.941406 1771260809.0377
MEM 81.667969 1771260809.1379
MEM 89.570312 1771260809.2382
MEM 96.429688 1771260809.3386
MEM 101.714844 1771260809.4389
MEM 102.820312 1771260809.5392
MEM 105.449219 1771260809.6396
MEM 105.449219 1771260809.7399
MEM 105.628906 1771260809.8402
MEM 105.718750 1771260809.9406
MEM 105.828125 1771260810.0409
MEM 105.851562 1771260810.1413
MEM 105.851562 1771260810.2417
MEM 105.851562 1771260810.3421
MEM 105.851562 1771260810.4424
MEM 105.875000 1771260810.5427
MEM 105.890625 1771260810.6431
MEM 105.890625 1771260810.7434
MEM 105.890625 1771260810.8438
MEM 105.890625 1771260810.9441
MEM 105.890625 1771260811.0445
MEM 105.910156 1771260811.1448
MEM 105.910156 1771260811.2452
MEM 105.910156 1771260811.3455
MEM 105.910156 1771260811.4458
MEM 105.910156 1771260811.5462
MEM 105.910156 1771260811.6465
MEM 105.929688 1771260811.7468
MEM 105.929688 1771260811.8472
MEM 105.929688 1771260811.9475
MEM 105.929688 1771260812.0479
MEM 105.929688 1771260812.1482
MEM 105.929688 1771260812.2486
MEM 105.933594 1771260812.3489
MEM 105.933594 1771260812.4492
MEM 105.933594 1771260812.5495
MEM 105.933594 1771260812.6499
MEM 105.937500 1771260812.7502
MEM 105.937500 1771260812.8505
MEM 105.937500 1771260812.9508
MEM 105.941406 1771260813.0512
MEM 105.941406 1771260813.1515
MEM 105.941406 1771260813.2518
MEM 105.941406 1771260813.3522
MEM 105.941406 1771260813.4525
MEM 105.945312 1771260813.5528
MEM 105.945312 1771260813.6532
MEM 105.945312 1771260813.7535
MEM 105.945312 1771260813.8539
MEM 105.945312 1771260813.9542
MEM 105.949219 1771260814.0546
MEM 105.949219 1771260814.1549
MEM 105.949219 1771260814.2553
MEM 105.949219 1771260814.3556
MEM 105.949219 1771260814.4559
MEM 105.953125 1771260814.5563
MEM 105.953125 1771260814.6566
MEM 105.953125 1771260814.7570
MEM 105.953125 1771260814.8574
MEM 105.953125 1771260814.9577
MEM 105.953125 1771260815.0581
MEM 105.957031 1771260815.1584
MEM 105.960938 1771260815.2588
MEM 105.960938 1771260815.3592
MEM 105.960938 1771260815.4595
MEM 105.960938 1771260815.5599
MEM 105.960938 1771260815.6602
MEM 105.960938 1771260815.7606
MEM 105.964844 1771260815.8609
MEM 105.964844 1771260815.9612
MEM 105.964844 1771260816.0616
MEM 105.964844 1771260816.1620
MEM 105.964844 1771260816.2623
MEM 105.964844 1771260816.3627
MEM 105.964844 1771260816.4631
MEM 105.964844 1771260816.5634
MEM 105.972656 1771260816.6638
MEM 105.972656 1771260816.7642
MEM 105.976562 1771260816.8645
MEM 105.980469 1771260816.9648
MEM 105.980469 1771260817.0652
MEM 105.980469 1771260817.1655
MEM 105.980469 1771260817.2659
MEM 105.980469 1771260817.3662
MEM 105.980469 1771260817.4665
MEM 105.984375 1771260817.5669
MEM 105.988281 1771260817.6672
MEM 105.988281 1771260817.7675
MEM 105.988281 1771260817.8678
MEM 105.988281 1771260817.9682
MEM 105.988281 1771260818.0685
MEM 105.988281 1771260818.1688
MEM 105.988281 1771260818.2692
MEM 105.988281 1771260818.3695
MEM 105.992188 1771260818.4699
MEM 105.992188 1771260818.5702
MEM 105.996094 1771260818.6706
MEM 105.996094 1771260818.7709
MEM 105.996094 1771260818.8712
MEM 105.996094 1771260818.9716
MEM 106.000000 1771260819.0719
MEM 106.000000 1771260819.1722
MEM 106.000000 1771260819.2726
MEM 106.000000 1771260819.3730
MEM 106.000000 1771260819.4733
MEM 106.003906 1771260819.5737
MEM 106.003906 1771260819.6740
MEM 106.003906 1771260819.7744
MEM 106.003906 1771260819.8748
MEM 106.003906 1771260819.9752
MEM 106.007812 1771260820.0755
MEM 106.007812 1771260820.1759
MEM 106.007812 1771260820.2763
MEM 106.007812 1771260820.3766
MEM 106.007812 1771260820.4770
