CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.257812 1773427157.8404
MEM 26.097656 1773427157.9408
MEM 30.691406 1773427158.0411
MEM 34.574219 1773427158.1413
MEM 48.890625 1773427158.2426
MEM 66.425781 1773427158.3429
MEM 80.679688 1773427158.4431
MEM 95.984375 1773427158.5433
MEM 96.699219 1773427158.6436
MEM 96.710938 1773427158.7439
MEM 97.300781 1773427158.8442
MEM 99.699219 1773427158.9445
MEM 104.816406 1773427159.0448
MEM 108.382812 1773427159.1451
MEM 110.417969 1773427159.2455
MEM 111.609375 1773427159.3458
MEM 114.851562 1773427159.4461
MEM 115.203125 1773427159.5464
MEM 115.316406 1773427159.6468
MEM 115.375000 1773427159.7471
MEM 115.554688 1773427159.8474
MEM 113.562500 1773427159.9477
