CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.394531 1781276528.4477
MEM 26.253906 1781276528.5480
MEM 34.187500 1781276528.6483
MEM 46.832031 1781276528.7504
MEM 61.140625 1781276528.8507
MEM 76.687500 1781276528.9510
MEM 93.652344 1781276529.0513
MEM 95.988281 1781276529.1515
MEM 96.066406 1781276529.2518
MEM 96.355469 1781276529.3521
MEM 99.035156 1781276529.4524
MEM 104.355469 1781276529.5527
MEM 107.085938 1781276529.6530
MEM 110.265625 1781276529.7534
MEM 111.589844 1781276529.8537
MEM 114.796875 1781276529.9541
MEM 115.144531 1781276530.0544
MEM 115.214844 1781276530.1548
MEM 115.285156 1781276530.2551
MEM 115.363281 1781276530.3555
MEM 113.417969 1781276530.4558
