CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.261719 1781277635.2440
MEM 26.261719 1781277635.3443
MEM 34.636719 1781277635.4446
MEM 47.652344 1781277635.5458
MEM 57.769531 1781277635.6461
MEM 73.003906 1781277635.7463
MEM 87.863281 1781277635.8466
MEM 95.015625 1781277635.9469
MEM 95.855469 1781277636.0472
MEM 95.953125 1781277636.1474
MEM 96.238281 1781277636.2477
MEM 97.625000 1781277636.3479
MEM 103.824219 1781277636.4482
MEM 106.613281 1781277636.5485
MEM 110.273438 1781277636.6488
MEM 112.464844 1781277636.7491
MEM 115.015625 1781277636.8494
MEM 115.398438 1781277636.9497
MEM 115.488281 1781277637.0500
MEM 115.539062 1781277637.1502
MEM 111.792969 1781277637.2506
