CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.265625 1774644505.2435
MEM 25.914062 1774644505.3438
MEM 34.265625 1774644505.4441
MEM 45.621094 1774644505.5451
MEM 57.628906 1774644505.6453
MEM 66.406250 1774644505.7456
MEM 79.824219 1774644505.8460
MEM 93.726562 1774644505.9463
MEM 96.765625 1774644506.0466
MEM 96.933594 1774644506.1469
MEM 97.632812 1774644506.2472
MEM 100.113281 1774644506.3476
MEM 105.289062 1774644506.4480
MEM 108.554688 1774644506.5483
MEM 110.179688 1774644506.6487
MEM 111.289062 1774644506.7491
MEM 114.527344 1774644506.8495
MEM 115.031250 1774644506.9499
MEM 115.160156 1774644507.0503
MEM 115.261719 1774644507.1506
MEM 115.324219 1774644507.2511
MEM 113.386719 1774644507.3515
MEM 111.437500 1774644507.4518
