CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.253906 1785253439.2709
MEM 26.136719 1785253439.3712
MEM 36.390625 1785253439.4715
MEM 54.414062 1785253439.5718
MEM 62.437500 1785253439.6721
MEM 77.242188 1785253439.7724
MEM 87.656250 1785253439.8728
MEM 93.589844 1785253439.9730
MEM 97.691406 1785253440.0733
MEM 97.851562 1785253440.1736
MEM 98.273438 1785253440.2739
MEM 102.402344 1785253440.3742
MEM 106.136719 1785253440.4745
MEM 110.421875 1785253440.5749
MEM 111.703125 1785253440.6752
MEM 115.339844 1785253440.7755
MEM 115.792969 1785253440.8758
MEM 115.929688 1785253440.9761
MEM 115.976562 1785253441.0765
MEM 112.074219 1785253441.1769
