CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.265625 1783697493.9184
MEM 29.332031 1783697494.0186
MEM 47.585938 1783697494.1197
MEM 56.382812 1783697494.2199
MEM 75.035156 1783697494.3201
MEM 82.414062 1783697494.4203
MEM 90.679688 1783697494.5204
MEM 97.085938 1783697494.6207
MEM 97.816406 1783697494.7209
MEM 97.925781 1783697494.8211
MEM 97.929688 1783697494.9213
MEM 97.929688 1783697495.0215
MEM 97.929688 1783697495.1217
MEM 97.929688 1783697495.2221
MEM 98.539062 1783697495.3223
MEM 105.179688 1783697495.4225
MEM 109.976562 1783697495.5228
MEM 112.144531 1783697495.6230
MEM 115.730469 1783697495.7232
MEM 116.441406 1783697495.8234
MEM 116.507812 1783697495.9236
MEM 116.585938 1783697496.0239
MEM 114.734375 1783697496.1241
