CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.386719 1779136328.2498
MEM 26.359375 1779136328.3501
MEM 34.617188 1779136328.4504
MEM 46.730469 1779136328.5507
MEM 56.593750 1779136328.6511
MEM 71.585938 1779136328.7514
MEM 85.886719 1779136328.8517
MEM 93.792969 1779136328.9519
MEM 94.468750 1779136329.0522
MEM 94.546875 1779136329.1525
MEM 95.164062 1779136329.2528
MEM 95.695312 1779136329.3531
MEM 101.324219 1779136329.4534
MEM 105.550781 1779136329.5537
MEM 107.828125 1779136329.6541
MEM 109.109375 1779136329.7544
MEM 112.343750 1779136329.8547
MEM 112.679688 1779136329.9551
MEM 112.820312 1779136330.0554
MEM 113.046875 1779136330.1557
MEM 113.089844 1779136330.2561
MEM 110.746094 1779136330.3564
