CMDLINE /opt/hostedtoolcache/Python/3.12.14/x64/bin/python /home/runner/work/pykappa/pykappa/profiling/profile.py --run ktam
MEM 0.253906 1790014407.7906
MEM 29.019531 1790014407.8927
MEM 50.789062 1790014407.9929
MEM 68.699219 1790014408.0932
MEM 84.582031 1790014408.1935
MEM 90.000000 1790014408.2938
MEM 94.664062 1790014408.3941
MEM 99.410156 1790014408.4944
MEM 100.035156 1790014408.5948
MEM 100.644531 1790014408.6951
MEM 100.675781 1790014408.7954
MEM 100.734375 1790014408.8957
MEM 100.746094 1790014408.9960
MEM 100.781250 1790014409.0962
MEM 100.796875 1790014409.1965
MEM 100.816406 1790014409.2969
MEM 100.835938 1790014409.3971
MEM 100.855469 1790014409.4973
MEM 100.875000 1790014409.5976
MEM 100.894531 1790014409.6978
MEM 100.917969 1790014409.7981
MEM 100.933594 1790014409.8984
MEM 100.953125 1790014409.9986
MEM 100.968750 1790014410.0989
MEM 100.984375 1790014410.1992
MEM 100.996094 1790014410.2995
MEM 101.015625 1790014410.3998
MEM 101.027344 1790014410.5000
MEM 101.042969 1790014410.6002
MEM 101.054688 1790014410.7005
MEM 101.070312 1790014410.8007
MEM 101.085938 1790014410.9009
MEM 101.109375 1790014411.0012
MEM 101.125000 1790014411.1015
MEM 101.144531 1790014411.2017
MEM 101.164062 1790014411.3020
MEM 101.179688 1790014411.4023
MEM 101.203125 1790014411.5026
MEM 101.222656 1790014411.6028
MEM 101.246094 1790014411.7031
MEM 101.265625 1790014411.8034
MEM 101.285156 1790014411.9036
MEM 101.304688 1790014412.0039
MEM 101.316406 1790014412.1042
MEM 101.339844 1790014412.2044
MEM 101.359375 1790014412.3047
MEM 101.378906 1790014412.4050
MEM 101.390625 1790014412.5052
MEM 101.410156 1790014412.6055
