CMDLINE /home/runner/work/pykappa/pykappa/.venv/bin/python profile_ktam.py
MEM 0.453125 1770938043.3519
MEM 32.261719 1770938043.4521
MEM 51.609375 1770938043.5523
MEM 69.539062 1770938043.6525
MEM 84.628906 1770938043.7528
MEM 92.140625 1770938043.8531
MEM 97.539062 1770938043.9533
MEM 102.277344 1770938044.0535
MEM 102.898438 1770938044.1538
MEM 103.785156 1770938044.2541
MEM 103.820312 1770938044.3543
MEM 103.820312 1770938044.4545
MEM 103.820312 1770938044.5548
MEM 103.820312 1770938044.6550
MEM 103.820312 1770938044.7552
MEM 103.828125 1770938044.8554
MEM 103.832031 1770938044.9557
MEM 103.832031 1770938045.0559
MEM 103.832031 1770938045.1561
MEM 103.832031 1770938045.2564
MEM 103.832031 1770938045.3566
MEM 103.832031 1770938045.4568
MEM 103.835938 1770938045.5570
MEM 103.835938 1770938045.6573
MEM 103.839844 1770938045.7575
MEM 103.839844 1770938045.8577
MEM 103.843750 1770938045.9579
MEM 103.843750 1770938046.0581
MEM 103.847656 1770938046.1584
MEM 103.847656 1770938046.2586
MEM 103.851562 1770938046.3588
MEM 103.851562 1770938046.4590
MEM 103.851562 1770938046.5593
MEM 103.855469 1770938046.6595
MEM 103.855469 1770938046.7597
MEM 103.855469 1770938046.8599
MEM 103.859375 1770938046.9601
MEM 103.863281 1770938047.0604
MEM 103.863281 1770938047.1606
MEM 103.863281 1770938047.2608
MEM 103.867188 1770938047.3610
MEM 103.867188 1770938047.4613
MEM 103.867188 1770938047.5615
MEM 103.867188 1770938047.6617
MEM 103.875000 1770938047.7619
MEM 103.875000 1770938047.8622
MEM 103.875000 1770938047.9624
MEM 103.875000 1770938048.0626
MEM 103.882812 1770938048.1628
MEM 103.894531 1770938048.2631
MEM 103.902344 1770938048.3633
MEM 103.906250 1770938048.4636
MEM 103.914062 1770938048.5638
MEM 103.925781 1770938048.6640
MEM 103.933594 1770938048.7643
MEM 103.941406 1770938048.8644
MEM 103.949219 1770938048.9647
MEM 103.957031 1770938049.0649
MEM 103.964844 1770938049.1651
MEM 103.972656 1770938049.2654
MEM 103.980469 1770938049.3656
MEM 103.992188 1770938049.4658
MEM 103.996094 1770938049.5660
MEM 104.003906 1770938049.6662
MEM 104.011719 1770938049.7665
MEM 104.019531 1770938049.8667
MEM 104.031250 1770938049.9669
MEM 104.039062 1770938050.0671
MEM 104.042969 1770938050.1674
MEM 104.054688 1770938050.2676
MEM 104.062500 1770938050.3678
MEM 104.066406 1770938050.4681
MEM 104.074219 1770938050.5683
MEM 104.082031 1770938050.6685
MEM 104.093750 1770938050.7687
MEM 104.101562 1770938050.8690
MEM 104.109375 1770938050.9692
MEM 104.117188 1770938051.0694
MEM 104.125000 1770938051.1696
MEM 104.128906 1770938051.2699
MEM 104.136719 1770938051.3701
MEM 104.152344 1770938051.4703
MEM 104.156250 1770938051.5706
MEM 104.167969 1770938051.6708
MEM 104.175781 1770938051.7710
MEM 104.179688 1770938051.8712
MEM 104.191406 1770938051.9715
MEM 104.195312 1770938052.0717
MEM 104.203125 1770938052.1719
MEM 104.210938 1770938052.2721
MEM 104.218750 1770938052.3724
MEM 104.230469 1770938052.4726
MEM 104.238281 1770938052.5728
MEM 104.242188 1770938052.6730
MEM 104.250000 1770938052.7733
MEM 104.257812 1770938052.8735
MEM 104.265625 1770938052.9737
MEM 104.273438 1770938053.0739
MEM 104.281250 1770938053.1742
MEM 103.335938 1770938053.2745
