CMDLINE /home/runner/work/pykappa/pykappa/.venv/bin/python profile_uni_bi_small.py
MEM 0.265625 1770938064.6575
MEM 32.398438 1770938064.7577
MEM 51.359375 1770938064.8579
MEM 69.664062 1770938064.9581
MEM 84.699219 1770938065.0584
MEM 92.269531 1770938065.1587
MEM 97.605469 1770938065.2589
MEM 102.324219 1770938065.3591
MEM 103.007812 1770938065.4595
MEM 106.320312 1770938065.5597
MEM 106.375000 1770938065.6599
MEM 106.531250 1770938065.7601
MEM 106.621094 1770938065.8604
MEM 106.683594 1770938065.9606
MEM 106.703125 1770938066.0608
MEM 106.703125 1770938066.1611
MEM 106.710938 1770938066.2613
MEM 106.710938 1770938066.3615
MEM 106.734375 1770938066.4618
MEM 106.734375 1770938066.5620
MEM 106.734375 1770938066.6622
MEM 106.734375 1770938066.7624
MEM 106.734375 1770938066.8626
MEM 106.734375 1770938066.9629
MEM 106.734375 1770938067.0631
MEM 106.734375 1770938067.1633
MEM 106.734375 1770938067.2635
MEM 106.734375 1770938067.3638
MEM 106.734375 1770938067.4641
MEM 106.734375 1770938067.5642
MEM 106.734375 1770938067.6645
MEM 106.734375 1770938067.7647
MEM 106.734375 1770938067.8649
MEM 106.734375 1770938067.9651
MEM 106.734375 1770938068.0654
MEM 106.734375 1770938068.1656
MEM 106.734375 1770938068.2658
MEM 106.734375 1770938068.3660
MEM 106.734375 1770938068.4663
MEM 106.738281 1770938068.5665
MEM 106.738281 1770938068.6667
MEM 106.738281 1770938068.7669
MEM 106.738281 1770938068.8672
MEM 106.738281 1770938068.9674
MEM 106.738281 1770938069.0676
MEM 106.738281 1770938069.1679
MEM 106.738281 1770938069.2681
MEM 106.738281 1770938069.3683
MEM 106.773438 1770938069.4685
MEM 106.773438 1770938069.5687
MEM 106.773438 1770938069.6689
MEM 106.773438 1770938069.7692
MEM 106.773438 1770938069.8694
MEM 106.777344 1770938069.9696
MEM 106.777344 1770938070.0699
MEM 106.777344 1770938070.1701
MEM 106.777344 1770938070.2703
MEM 106.777344 1770938070.3705
MEM 106.781250 1770938070.4708
MEM 106.781250 1770938070.5710
MEM 106.781250 1770938070.6712
MEM 106.781250 1770938070.7714
MEM 106.781250 1770938070.8717
MEM 106.781250 1770938070.9719
MEM 106.781250 1770938071.0721
MEM 106.785156 1770938071.1724
MEM 106.789062 1770938071.2726
MEM 106.789062 1770938071.3728
MEM 106.789062 1770938071.4730
MEM 106.789062 1770938071.5733
MEM 106.789062 1770938071.6735
MEM 106.789062 1770938071.7737
MEM 106.792969 1770938071.8739
MEM 106.792969 1770938071.9742
MEM 106.792969 1770938072.0744
MEM 106.792969 1770938072.1746
MEM 106.792969 1770938072.2748
MEM 106.792969 1770938072.3751
MEM 106.792969 1770938072.4753
MEM 106.796875 1770938072.5755
MEM 106.800781 1770938072.6758
MEM 106.800781 1770938072.7760
MEM 106.800781 1770938072.8762
MEM 106.800781 1770938072.9765
MEM 106.800781 1770938073.0767
MEM 106.800781 1770938073.1769
MEM 106.800781 1770938073.2771
MEM 106.800781 1770938073.3774
MEM 106.804688 1770938073.4776
MEM 106.804688 1770938073.5778
MEM 106.808594 1770938073.6781
MEM 106.808594 1770938073.7783
MEM 106.808594 1770938073.8785
MEM 106.808594 1770938073.9788
MEM 106.808594 1770938074.0790
MEM 106.808594 1770938074.1792
MEM 106.808594 1770938074.2794
MEM 106.808594 1770938074.3796
MEM 106.812500 1770938074.4799
MEM 106.816406 1770938074.5801
MEM 106.816406 1770938074.6803
MEM 106.816406 1770938074.7806
MEM 106.816406 1770938074.8808
MEM 106.816406 1770938074.9811
MEM 106.820312 1770938075.0813
MEM 106.820312 1770938075.1815
MEM 106.820312 1770938075.2817
MEM 106.820312 1770938075.3820
MEM 106.820312 1770938075.4822
MEM 106.824219 1770938075.5824
MEM 106.824219 1770938075.6826
MEM 106.824219 1770938075.7829
MEM 106.824219 1770938075.8831
MEM 106.824219 1770938075.9833
MEM 106.828125 1770938076.0836
MEM 106.828125 1770938076.1838
MEM 106.828125 1770938076.2840
MEM 106.828125 1770938076.3842
MEM 106.828125 1770938076.4844
MEM 106.828125 1770938076.5847
MEM 106.828125 1770938076.6849
MEM 106.828125 1770938076.7851
MEM 106.832031 1770938076.8854
MEM 106.835938 1770938076.9856
MEM 106.835938 1770938077.0858
MEM 106.835938 1770938077.1860
MEM 106.835938 1770938077.2862
MEM 106.835938 1770938077.3865
MEM 106.839844 1770938077.4867
MEM 106.839844 1770938077.5869
MEM 106.839844 1770938077.6871
MEM 106.839844 1770938077.7874
MEM 106.839844 1770938077.8876
MEM 106.839844 1770938077.9878
MEM 106.839844 1770938078.0880
MEM 106.839844 1770938078.1883
MEM 106.843750 1770938078.2885
MEM 106.843750 1770938078.3887
MEM 106.847656 1770938078.4889
MEM 106.847656 1770938078.5891
MEM 106.847656 1770938078.6894
MEM 106.847656 1770938078.7896
MEM 106.851562 1770938078.8898
MEM 106.851562 1770938078.9900
MEM 106.851562 1770938079.0903
MEM 106.851562 1770938079.1905
MEM 106.851562 1770938079.2907
MEM 106.851562 1770938079.3909
MEM 106.851562 1770938079.4911
MEM 106.851562 1770938079.5914
MEM 106.851562 1770938079.6916
MEM 106.855469 1770938079.7918
MEM 106.859375 1770938079.8921
MEM 106.859375 1770938079.9923
MEM 106.859375 1770938080.0926
MEM 106.859375 1770938080.1928
MEM 106.859375 1770938080.2930
MEM 106.863281 1770938080.3932
MEM 106.863281 1770938080.4935
MEM 106.863281 1770938080.5937
MEM 106.863281 1770938080.6939
MEM 106.863281 1770938080.7941
MEM 106.867188 1770938080.8944
MEM 106.867188 1770938080.9946
MEM 106.867188 1770938081.0948
MEM 106.867188 1770938081.1950
MEM 106.867188 1770938081.2952
MEM 106.867188 1770938081.3955
MEM 106.867188 1770938081.4957
MEM 106.871094 1770938081.5959
MEM 106.871094 1770938081.6961
MEM 106.875000 1770938081.7963
MEM 106.875000 1770938081.8966
MEM 106.875000 1770938081.9968
MEM 106.875000 1770938082.0970
MEM 106.875000 1770938082.1972
MEM 106.878906 1770938082.2974
MEM 106.878906 1770938082.3977
MEM 106.878906 1770938082.4979
MEM 106.878906 1770938082.5981
MEM 106.878906 1770938082.6983
MEM 106.882812 1770938082.7985
MEM 106.882812 1770938082.8988
