CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.261719 1784559144.6881
MEM 26.265625 1784559144.7885
MEM 39.066406 1784559144.8888
MEM 54.449219 1784559144.9891
MEM 63.621094 1784559145.0894
MEM 77.390625 1784559145.1898
MEM 87.773438 1784559145.2900
MEM 95.910156 1784559145.3904
MEM 97.773438 1784559145.4907
MEM 97.933594 1784559145.5909
MEM 97.933594 1784559145.6912
MEM 98.410156 1784559145.7914
MEM 102.859375 1784559145.8917
MEM 106.789062 1784559145.9920
MEM 110.804688 1784559146.0924
MEM 112.386719 1784559146.1926
MEM 115.812500 1784559146.2929
MEM 116.355469 1784559146.3933
MEM 116.492188 1784559146.4936
MEM 116.539062 1784559146.5940
MEM 111.687500 1784559146.6943
