CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.261719 1773428945.3266
MEM 26.156250 1773428945.4269
MEM 31.531250 1773428945.5271
MEM 34.257812 1773428945.6275
MEM 43.347656 1773428945.7277
MEM 49.707031 1773428945.8280
MEM 57.035156 1773428945.9283
MEM 66.585938 1773428946.0286
MEM 79.257812 1773428946.1288
MEM 95.246094 1773428946.2291
MEM 95.984375 1773428946.3294
MEM 95.984375 1773428946.4298
MEM 96.570312 1773428946.5300
MEM 96.707031 1773428946.6303
MEM 96.753906 1773428946.7307
MEM 96.753906 1773428946.8309
MEM 96.753906 1773428946.9312
MEM 96.753906 1773428947.0315
MEM 96.753906 1773428947.1318
MEM 96.753906 1773428947.2322
MEM 96.753906 1773428947.3324
MEM 97.234375 1773428947.4327
MEM 97.332031 1773428947.5331
MEM 97.332031 1773428947.6334
MEM 97.332031 1773428947.7337
MEM 97.332031 1773428947.8340
MEM 97.332031 1773428947.9343
MEM 97.332031 1773428948.0346
MEM 99.707031 1773428948.1349
MEM 104.785156 1773428948.2352
MEM 108.507812 1773428948.3354
MEM 110.335938 1773428948.4358
MEM 111.300781 1773428948.5361
MEM 114.347656 1773428948.6364
MEM 114.781250 1773428948.7367
MEM 114.875000 1773428948.8371
MEM 115.113281 1773428948.9374
MEM 115.156250 1773428949.0377
MEM 113.191406 1773428949.1380
