CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.457031 1781018803.2242
MEM 25.828125 1781018803.3245
MEM 34.039062 1781018803.4248
MEM 38.679688 1781018803.5251
MEM 49.488281 1781018803.6254
MEM 60.156250 1781018803.7257
MEM 74.972656 1781018803.8261
MEM 86.964844 1781018803.9264
MEM 93.808594 1781018804.0267
MEM 94.523438 1781018804.1270
MEM 94.601562 1781018804.2273
MEM 94.601562 1781018804.3275
MEM 94.601562 1781018804.4279
MEM 94.601562 1781018804.5282
MEM 95.136719 1781018804.6285
MEM 95.234375 1781018804.7287
MEM 95.644531 1781018804.8290
MEM 101.023438 1781018804.9293
MEM 105.113281 1781018805.0296
MEM 107.792969 1781018805.1299
MEM 109.125000 1781018805.2302
MEM 112.523438 1781018805.3305
MEM 112.929688 1781018805.4308
MEM 113.187500 1781018805.5312
MEM 113.242188 1781018805.6315
MEM 110.265625 1781018805.7319
