CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.265625 1785853922.8395
MEM 26.503906 1785853922.9398
MEM 34.738281 1785853923.0401
MEM 54.410156 1785853923.1403
MEM 60.179688 1785853923.2406
MEM 74.886719 1785853923.3409
MEM 85.285156 1785853923.4412
MEM 90.636719 1785853923.5415
MEM 96.992188 1785853923.6418
MEM 96.992188 1785853923.7421
MEM 97.738281 1785853923.8424
MEM 97.835938 1785853923.9427
MEM 97.835938 1785853924.0430
MEM 97.835938 1785853924.1433
MEM 97.835938 1785853924.2436
MEM 97.835938 1785853924.3439
MEM 97.835938 1785853924.4442
MEM 97.835938 1785853924.5445
MEM 97.835938 1785853924.6448
MEM 97.835938 1785853924.7451
MEM 98.250000 1785853924.8454
MEM 102.625000 1785853924.9457
MEM 106.699219 1785853925.0461
MEM 110.625000 1785853925.1464
MEM 111.996094 1785853925.2467
MEM 115.382812 1785853925.3470
MEM 115.925781 1785853925.4474
MEM 116.000000 1785853925.5477
MEM 116.246094 1785853925.6481
MEM 111.363281 1785853925.7484
