CMDLINE /home/runner/work/pykappa/pykappa/.venv/bin/python profile_ktam.py
MEM 0.496094 1771004195.4428
MEM 32.195312 1771004195.5439
MEM 50.789062 1771004195.6441
MEM 68.042969 1771004195.7444
MEM 82.675781 1771004195.8446
MEM 90.621094 1771004195.9449
MEM 96.746094 1771004196.0452
MEM 102.039062 1771004196.1454
MEM 102.976562 1771004196.2458
MEM 103.871094 1771004196.3461
MEM 103.902344 1771004196.4465
MEM 103.921875 1771004196.5468
MEM 103.921875 1771004196.6471
MEM 103.921875 1771004196.7474
MEM 103.921875 1771004196.8478
MEM 103.921875 1771004196.9481
MEM 103.921875 1771004197.0485
MEM 103.921875 1771004197.1488
MEM 103.921875 1771004197.2491
MEM 103.921875 1771004197.3494
MEM 103.921875 1771004197.4498
MEM 103.921875 1771004197.5501
MEM 103.921875 1771004197.6504
MEM 103.921875 1771004197.7508
MEM 103.921875 1771004197.8511
MEM 103.921875 1771004197.9515
MEM 103.921875 1771004198.0518
MEM 103.921875 1771004198.1521
MEM 103.921875 1771004198.2524
MEM 103.921875 1771004198.3528
MEM 103.921875 1771004198.4531
MEM 103.921875 1771004198.5535
MEM 103.921875 1771004198.6538
MEM 103.921875 1771004198.7541
MEM 103.921875 1771004198.8545
MEM 103.921875 1771004198.9549
MEM 103.921875 1771004199.0552
MEM 103.925781 1771004199.1555
MEM 103.929688 1771004199.2559
MEM 103.929688 1771004199.3562
MEM 103.929688 1771004199.4565
MEM 103.933594 1771004199.5569
MEM 103.933594 1771004199.6572
MEM 103.933594 1771004199.7575
MEM 103.933594 1771004199.8579
MEM 103.941406 1771004199.9582
MEM 103.941406 1771004200.0586
MEM 103.941406 1771004200.1589
MEM 103.941406 1771004200.2592
MEM 103.945312 1771004200.3596
MEM 103.949219 1771004200.4599
MEM 103.949219 1771004200.5603
MEM 103.949219 1771004200.6606
MEM 103.949219 1771004200.7609
MEM 103.957031 1771004200.8613
MEM 103.968750 1771004200.9616
MEM 103.972656 1771004201.0619
MEM 103.976562 1771004201.1623
MEM 103.988281 1771004201.2626
MEM 103.992188 1771004201.3629
MEM 104.003906 1771004201.4633
MEM 104.011719 1771004201.5636
MEM 104.015625 1771004201.6639
MEM 104.027344 1771004201.7642
MEM 104.031250 1771004201.8646
MEM 104.039062 1771004201.9649
MEM 104.046875 1771004202.0652
MEM 104.054688 1771004202.1656
MEM 104.066406 1771004202.2659
MEM 104.070312 1771004202.3662
MEM 104.082031 1771004202.4665
MEM 104.089844 1771004202.5669
MEM 104.093750 1771004202.6672
MEM 104.101562 1771004202.7675
MEM 104.113281 1771004202.8679
MEM 104.121094 1771004202.9682
MEM 104.128906 1771004203.0685
MEM 104.136719 1771004203.1689
MEM 104.144531 1771004203.2692
MEM 104.152344 1771004203.3695
MEM 104.156250 1771004203.4699
MEM 104.164062 1771004203.5702
MEM 104.179688 1771004203.6705
MEM 104.183594 1771004203.7709
MEM 104.191406 1771004203.8711
MEM 104.203125 1771004203.9715
MEM 104.207031 1771004204.0718
MEM 104.218750 1771004204.1721
MEM 104.222656 1771004204.2724
MEM 104.230469 1771004204.3728
MEM 104.238281 1771004204.4731
MEM 104.246094 1771004204.5734
MEM 104.257812 1771004204.6737
MEM 104.261719 1771004204.7740
MEM 104.269531 1771004204.8744
MEM 104.281250 1771004204.9747
MEM 104.285156 1771004205.0750
MEM 104.296875 1771004205.1753
MEM 104.304688 1771004205.2757
MEM 104.308594 1771004205.3760
MEM 104.316406 1771004205.4763
MEM 103.375000 1771004205.5767
