CMDLINE /home/runner/work/pykappa/pykappa/.venv/bin/python profile_uni_bi_small.py
MEM 0.496094 1771004217.3501
MEM 31.464844 1771004217.4504
MEM 48.781250 1771004217.5507
MEM 67.828125 1771004217.6510
MEM 81.886719 1771004217.7513
MEM 90.113281 1771004217.8516
MEM 96.722656 1771004217.9519
MEM 102.074219 1771004218.0522
MEM 103.000000 1771004218.1526
MEM 106.312500 1771004218.2530
MEM 106.312500 1771004218.3533
MEM 106.433594 1771004218.4536
MEM 106.562500 1771004218.5539
MEM 106.648438 1771004218.6541
MEM 106.675781 1771004218.7545
MEM 106.675781 1771004218.8548
MEM 106.683594 1771004218.9551
MEM 106.683594 1771004219.0554
MEM 106.699219 1771004219.1557
MEM 106.714844 1771004219.2561
MEM 106.714844 1771004219.3564
MEM 106.714844 1771004219.4568
MEM 106.714844 1771004219.5571
MEM 106.714844 1771004219.6574
MEM 106.714844 1771004219.7578
MEM 106.714844 1771004219.8581
MEM 106.714844 1771004219.9584
MEM 106.714844 1771004220.0588
MEM 106.714844 1771004220.1590
MEM 106.714844 1771004220.2594
MEM 106.734375 1771004220.3597
MEM 106.734375 1771004220.4601
MEM 106.734375 1771004220.5604
MEM 106.738281 1771004220.6607
MEM 106.738281 1771004220.7610
MEM 106.738281 1771004220.8613
MEM 106.738281 1771004220.9617
MEM 106.738281 1771004221.0620
MEM 106.738281 1771004221.1623
MEM 106.738281 1771004221.2626
MEM 106.738281 1771004221.3629
MEM 106.738281 1771004221.4633
MEM 106.738281 1771004221.5636
MEM 106.738281 1771004221.6639
MEM 106.738281 1771004221.7642
MEM 106.738281 1771004221.8645
MEM 106.738281 1771004221.9649
MEM 106.738281 1771004222.0652
MEM 106.765625 1771004222.1655
MEM 106.765625 1771004222.2659
MEM 106.765625 1771004222.3662
MEM 106.765625 1771004222.4666
MEM 106.769531 1771004222.5669
MEM 106.769531 1771004222.6673
MEM 106.769531 1771004222.7676
MEM 106.769531 1771004222.8679
MEM 106.769531 1771004222.9683
MEM 106.769531 1771004223.0686
MEM 106.777344 1771004223.1689
MEM 106.777344 1771004223.2692
MEM 106.777344 1771004223.3695
MEM 106.777344 1771004223.4699
MEM 106.777344 1771004223.5701
MEM 106.777344 1771004223.6704
MEM 106.781250 1771004223.7708
MEM 106.781250 1771004223.8711
MEM 106.781250 1771004223.9715
MEM 106.781250 1771004224.0718
MEM 106.781250 1771004224.1721
MEM 106.781250 1771004224.2725
MEM 106.781250 1771004224.3728
MEM 106.785156 1771004224.4732
MEM 106.789062 1771004224.5735
MEM 106.789062 1771004224.6738
MEM 106.789062 1771004224.7742
MEM 106.789062 1771004224.8745
MEM 106.789062 1771004224.9749
MEM 106.789062 1771004225.0752
MEM 106.792969 1771004225.1755
MEM 106.792969 1771004225.2758
MEM 106.792969 1771004225.3762
MEM 106.792969 1771004225.4765
MEM 106.796875 1771004225.5768
MEM 106.796875 1771004225.6771
MEM 106.796875 1771004225.7775
MEM 106.796875 1771004225.8778
MEM 106.796875 1771004225.9781
MEM 106.800781 1771004226.0785
