CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.390625 1785508283.0410
MEM 26.250000 1785508283.1413
MEM 38.750000 1785508283.2417
MEM 54.460938 1785508283.3420
MEM 62.117188 1785508283.4422
MEM 76.062500 1785508283.5426
MEM 87.292969 1785508283.6429
MEM 92.570312 1785508283.7432
MEM 96.953125 1785508283.8435
MEM 97.687500 1785508283.9438
MEM 97.773438 1785508284.0441
MEM 97.781250 1785508284.1444
MEM 97.781250 1785508284.2447
MEM 97.781250 1785508284.3450
MEM 97.781250 1785508284.4454
MEM 97.781250 1785508284.5457
MEM 97.781250 1785508284.6461
MEM 97.781250 1785508284.7464
MEM 98.445312 1785508284.8467
MEM 103.949219 1785508284.9470
MEM 106.707031 1785508285.0473
MEM 110.828125 1785508285.1477
MEM 112.644531 1785508285.2481
MEM 115.699219 1785508285.3484
MEM 116.285156 1785508285.4487
MEM 116.421875 1785508285.5491
MEM 116.492188 1785508285.6495
MEM 115.507812 1785508285.7498
MEM 0.000000 1785508285.8502
