CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.261719 1785785828.5939
MEM 26.347656 1785785828.6942
MEM 34.464844 1785785828.7945
MEM 50.101562 1785785828.8975
MEM 64.453125 1785785828.9978
MEM 80.851562 1785785829.0980
MEM 92.289062 1785785829.1984
MEM 97.531250 1785785829.2987
MEM 97.613281 1785785829.3990
MEM 97.695312 1785785829.4994
MEM 99.527344 1785785829.5997
MEM 104.585938 1785785829.7000
MEM 107.019531 1785785829.8004
MEM 110.781250 1785785829.9007
MEM 112.437500 1785785830.0011
MEM 115.414062 1785785830.1015
MEM 115.882812 1785785830.2019
MEM 116.000000 1785785830.3022
MEM 116.128906 1785785830.4026
MEM 116.207031 1785785830.5030
MEM 116.218750 1785785830.6034
