CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.441406 1784695583.3609
MEM 25.804688 1784695583.4612
MEM 35.132812 1784695583.5615
MEM 54.210938 1784695583.6648
MEM 63.425781 1784695583.7651
MEM 76.886719 1784695583.8654
MEM 87.343750 1784695583.9656
MEM 92.316406 1784695584.0659
MEM 97.292969 1784695584.1663
MEM 97.453125 1784695584.2665
MEM 97.457031 1784695584.3668
MEM 100.355469 1784695584.4671
MEM 105.656250 1784695584.5674
MEM 109.128906 1784695584.6677
MEM 110.804688 1784695584.7680
MEM 114.511719 1784695584.8683
MEM 115.410156 1784695584.9687
MEM 115.550781 1784695585.0690
MEM 115.648438 1784695585.1694
MEM 113.156250 1784695585.2697
