CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.269531 1778776893.7397
MEM 26.007812 1778776893.8400
MEM 32.019531 1778776893.9403
MEM 35.753906 1778776894.0406
MEM 45.316406 1778776894.1410
MEM 57.550781 1778776894.2413
MEM 68.933594 1778776894.3416
MEM 81.679688 1778776894.4419
MEM 96.308594 1778776894.5423
MEM 97.035156 1778776894.6426
MEM 97.398438 1778776894.7429
MEM 98.925781 1778776894.8432
MEM 104.675781 1778776894.9435
MEM 108.144531 1778776895.0438
MEM 110.566406 1778776895.1442
MEM 114.371094 1778776895.2445
MEM 115.148438 1778776895.3448
MEM 115.355469 1778776895.4452
MEM 115.453125 1778776895.5455
MEM 115.539062 1778776895.6458
MEM 113.292969 1778776895.7462
