CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.609375 1781275666.7126
MEM 29.292969 1781275666.8128
MEM 34.300781 1781275666.9130
MEM 34.312500 1781275667.0133
MEM 35.753906 1781275667.1136
MEM 54.984375 1781275667.2139
MEM 55.265625 1781275667.3142
MEM 55.265625 1781275667.4145
MEM 56.886719 1781275667.5148
MEM 56.886719 1781275667.6151
MEM 64.074219 1781275667.7154
MEM 77.097656 1781275667.8156
MEM 90.605469 1781275667.9158
MEM 95.566406 1781275668.0161
MEM 95.566406 1781275668.1163
MEM 95.566406 1781275668.2166
MEM 95.566406 1781275668.3169
MEM 96.425781 1781275668.4172
MEM 96.789062 1781275668.5176
MEM 102.503906 1781275668.6179
MEM 108.285156 1781275668.7182
MEM 111.597656 1781275668.8185
MEM 115.562500 1781275668.9188
MEM 115.863281 1781275669.0191
MEM 115.964844 1781275669.1195
MEM 114.015625 1781275669.2199
