CMDLINE /home/runner/work/pykappa/pykappa/.venv/bin/python profile_uni_bi_small.py
MEM 0.148438 1767632046.7129
MEM 33.144531 1767632046.8156
MEM 53.667969 1767632046.9166
MEM 69.859375 1767632047.0168
MEM 85.937500 1767632047.1171
MEM 92.214844 1767632047.2173
MEM 97.339844 1767632047.3176
MEM 102.105469 1767632047.4178
MEM 102.730469 1767632047.5181
MEM 105.980469 1767632047.6183
MEM 106.105469 1767632047.7185
MEM 106.230469 1767632047.8187
MEM 106.355469 1767632047.9189
MEM 106.355469 1767632048.0191
MEM 106.355469 1767632048.1194
MEM 106.355469 1767632048.2196
MEM 106.355469 1767632048.3198
MEM 106.355469 1767632048.4200
MEM 106.355469 1767632048.5202
MEM 106.355469 1767632048.6205
MEM 106.355469 1767632048.7207
MEM 106.355469 1767632048.8209
MEM 106.355469 1767632048.9211
MEM 106.480469 1767632049.0213
MEM 106.480469 1767632049.1215
MEM 106.480469 1767632049.2217
MEM 106.480469 1767632049.3220
MEM 106.480469 1767632049.4221
MEM 106.480469 1767632049.5224
MEM 106.480469 1767632049.6226
MEM 106.480469 1767632049.7228
MEM 106.480469 1767632049.8230
MEM 106.480469 1767632049.9232
MEM 106.480469 1767632050.0235
MEM 106.480469 1767632050.1237
MEM 106.480469 1767632050.2239
MEM 106.480469 1767632050.3241
MEM 106.480469 1767632050.4243
MEM 106.480469 1767632050.5245
MEM 106.480469 1767632050.6247
MEM 106.480469 1767632050.7249
MEM 106.480469 1767632050.8252
MEM 106.480469 1767632050.9253
MEM 106.480469 1767632051.0256
MEM 106.480469 1767632051.1258
MEM 106.480469 1767632051.2260
MEM 106.480469 1767632051.3262
MEM 106.480469 1767632051.4265
MEM 106.480469 1767632051.5266
MEM 106.480469 1767632051.6268
MEM 106.480469 1767632051.7270
MEM 106.480469 1767632051.8273
MEM 106.480469 1767632051.9275
MEM 106.480469 1767632052.0277
MEM 106.480469 1767632052.1279
MEM 106.480469 1767632052.2281
MEM 106.480469 1767632052.3283
MEM 106.480469 1767632052.4285
MEM 106.480469 1767632052.5287
MEM 106.480469 1767632052.6289
MEM 106.480469 1767632052.7291
MEM 106.480469 1767632052.8293
MEM 106.480469 1767632052.9295
MEM 106.480469 1767632053.0297
MEM 106.480469 1767632053.1300
MEM 106.480469 1767632053.2302
MEM 106.480469 1767632053.3304
MEM 106.480469 1767632053.4306
MEM 106.480469 1767632053.5308
MEM 106.480469 1767632053.6311
MEM 106.480469 1767632053.7313
MEM 106.480469 1767632053.8315
MEM 106.480469 1767632053.9317
MEM 106.480469 1767632054.0319
MEM 106.480469 1767632054.1321
MEM 106.480469 1767632054.2323
MEM 106.480469 1767632054.3325
MEM 106.480469 1767632054.4327
MEM 106.480469 1767632054.5330
MEM 106.480469 1767632054.6332
MEM 106.480469 1767632054.7334
MEM 106.480469 1767632054.8336
MEM 106.480469 1767632054.9338
MEM 106.480469 1767632055.0340
MEM 106.480469 1767632055.1343
MEM 106.480469 1767632055.2345
MEM 106.480469 1767632055.3347
MEM 106.480469 1767632055.4349
MEM 106.480469 1767632055.5351
MEM 106.480469 1767632055.6353
MEM 106.480469 1767632055.7355
MEM 106.480469 1767632055.8358
MEM 106.480469 1767632055.9360
MEM 106.480469 1767632056.0362
MEM 106.480469 1767632056.1364
MEM 106.480469 1767632056.2366
MEM 106.480469 1767632056.3368
MEM 106.480469 1767632056.4370
MEM 106.480469 1767632056.5373
MEM 106.480469 1767632056.6375
MEM 106.480469 1767632056.7377
MEM 106.480469 1767632056.8379
MEM 106.480469 1767632056.9381
MEM 106.480469 1767632057.0383
MEM 106.480469 1767632057.1386
MEM 106.480469 1767632057.2388
MEM 106.480469 1767632057.3390
MEM 106.480469 1767632057.4392
MEM 106.480469 1767632057.5395
MEM 106.480469 1767632057.6397
MEM 106.480469 1767632057.7399
MEM 106.480469 1767632057.8401
MEM 106.480469 1767632057.9403
MEM 106.480469 1767632058.0405
MEM 106.480469 1767632058.1407
MEM 106.480469 1767632058.2409
MEM 106.480469 1767632058.3411
MEM 106.480469 1767632058.4413
MEM 106.605469 1767632058.5415
MEM 106.605469 1767632058.6417
MEM 106.605469 1767632058.7419
MEM 106.605469 1767632058.8421
MEM 106.605469 1767632058.9423
MEM 106.605469 1767632059.0426
MEM 106.605469 1767632059.1428
MEM 106.605469 1767632059.2430
MEM 106.605469 1767632059.3432
MEM 106.605469 1767632059.4434
MEM 106.605469 1767632059.5436
MEM 106.605469 1767632059.6438
MEM 106.605469 1767632059.7440
MEM 106.605469 1767632059.8442
MEM 106.605469 1767632059.9445
MEM 106.605469 1767632060.0447
MEM 106.605469 1767632060.1449
MEM 106.605469 1767632060.2451
MEM 106.605469 1767632060.3453
MEM 106.605469 1767632060.4455
MEM 106.605469 1767632060.5457
MEM 106.605469 1767632060.6459
MEM 106.605469 1767632060.7462
MEM 106.605469 1767632060.8464
MEM 106.605469 1767632060.9466
MEM 106.605469 1767632061.0468
MEM 106.605469 1767632061.1470
MEM 106.605469 1767632061.2472
MEM 106.605469 1767632061.3475
MEM 106.605469 1767632061.4477
MEM 106.605469 1767632061.5479
