CMDLINE /home/runner/work/pykappa/pykappa/.venv/bin/python profile_ktam.py
MEM 0.152344 1767632025.6026
MEM 33.144531 1767632025.7045
MEM 53.582031 1767632025.8047
MEM 69.976562 1767632025.9049
MEM 86.773438 1767632026.0051
MEM 93.359375 1767632026.1054
MEM 98.109375 1767632026.2056
MEM 102.519531 1767632026.3058
MEM 103.769531 1767632026.4061
MEM 103.769531 1767632026.5063
MEM 103.769531 1767632026.6065
MEM 103.769531 1767632026.7067
MEM 103.769531 1767632026.8069
MEM 103.769531 1767632026.9072
MEM 103.769531 1767632027.0074
MEM 103.769531 1767632027.1076
MEM 103.769531 1767632027.2078
MEM 103.769531 1767632027.3080
MEM 103.769531 1767632027.4083
MEM 103.769531 1767632027.5085
MEM 103.769531 1767632027.6087
MEM 103.769531 1767632027.7089
MEM 103.769531 1767632027.8091
MEM 103.769531 1767632027.9093
MEM 103.769531 1767632028.0095
MEM 103.769531 1767632028.1097
MEM 103.769531 1767632028.2100
MEM 103.769531 1767632028.3102
MEM 103.769531 1767632028.4104
MEM 103.769531 1767632028.5106
MEM 103.769531 1767632028.6109
MEM 103.769531 1767632028.7111
MEM 103.769531 1767632028.8113
MEM 103.769531 1767632028.9115
MEM 103.769531 1767632029.0117
MEM 103.769531 1767632029.1119
MEM 103.769531 1767632029.2121
MEM 103.769531 1767632029.3123
MEM 103.769531 1767632029.4126
MEM 103.769531 1767632029.5128
MEM 103.769531 1767632029.6130
MEM 103.769531 1767632029.7132
MEM 103.769531 1767632029.8135
MEM 103.769531 1767632029.9137
MEM 103.769531 1767632030.0139
MEM 103.769531 1767632030.1141
MEM 103.769531 1767632030.2143
MEM 103.769531 1767632030.3145
MEM 103.769531 1767632030.4147
MEM 103.894531 1767632030.5149
MEM 103.894531 1767632030.6151
MEM 103.894531 1767632030.7154
MEM 103.894531 1767632030.8156
MEM 103.894531 1767632030.9158
MEM 103.894531 1767632031.0160
MEM 103.894531 1767632031.1163
MEM 103.894531 1767632031.2165
MEM 103.894531 1767632031.3167
MEM 103.894531 1767632031.4169
MEM 103.894531 1767632031.5171
MEM 103.894531 1767632031.6174
MEM 103.894531 1767632031.7176
MEM 103.894531 1767632031.8178
MEM 103.894531 1767632031.9180
MEM 104.019531 1767632032.0182
MEM 104.019531 1767632032.1185
MEM 104.019531 1767632032.2186
MEM 104.019531 1767632032.3189
MEM 104.019531 1767632032.4191
MEM 104.019531 1767632032.5193
MEM 104.019531 1767632032.6195
MEM 104.019531 1767632032.7197
MEM 104.019531 1767632032.8198
MEM 104.019531 1767632032.9201
MEM 104.019531 1767632033.0203
MEM 104.019531 1767632033.1205
MEM 104.019531 1767632033.2207
MEM 104.019531 1767632033.3209
MEM 104.019531 1767632033.4211
MEM 104.144531 1767632033.5213
MEM 104.144531 1767632033.6215
MEM 104.144531 1767632033.7217
MEM 104.144531 1767632033.8219
MEM 104.144531 1767632033.9222
MEM 104.144531 1767632034.0224
MEM 104.144531 1767632034.1226
MEM 104.144531 1767632034.2228
MEM 104.144531 1767632034.3230
MEM 104.144531 1767632034.4232
MEM 104.144531 1767632034.5235
MEM 104.144531 1767632034.6237
MEM 104.144531 1767632034.7239
MEM 104.144531 1767632034.8241
MEM 104.144531 1767632034.9243
MEM 104.144531 1767632035.0245
MEM 104.269531 1767632035.1247
MEM 104.269531 1767632035.2250
MEM 103.324219 1767632035.3253
