CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.261719 1774641604.3035
MEM 26.363281 1774641604.4039
MEM 34.714844 1774641604.5041
MEM 46.472656 1774641604.6044
MEM 65.730469 1774641604.7047
MEM 80.976562 1774641604.8050
MEM 96.093750 1774641604.9053
MEM 96.800781 1774641605.0056
MEM 96.878906 1774641605.1059
MEM 97.523438 1774641605.2061
MEM 99.910156 1774641605.3064
MEM 104.972656 1774641605.4067
MEM 108.773438 1774641605.5070
MEM 110.316406 1774641605.6073
MEM 112.238281 1774641605.7076
MEM 114.539062 1774641605.8080
MEM 114.718750 1774641605.9083
MEM 114.867188 1774641606.0085
MEM 114.945312 1774641606.1089
MEM 114.988281 1774641606.2092
MEM 112.085938 1774641606.3095
