CMDLINE /home/runner/work/pykappa/pykappa/.venv/bin/python profile_ktam.py
MEM 0.441406 1764089479.2388
MEM 32.378906 1764089479.3417
MEM 51.734375 1764089479.4420
MEM 69.312500 1764089479.5422
MEM 84.031250 1764089479.6425
MEM 91.625000 1764089479.7428
MEM 97.250000 1764089479.8431
MEM 102.152344 1764089479.9434
MEM 102.902344 1764089480.0438
MEM 103.777344 1764089480.1441
MEM 103.777344 1764089480.2444
MEM 103.777344 1764089480.3447
MEM 103.777344 1764089480.4451
MEM 103.777344 1764089480.5454
MEM 103.777344 1764089480.6457
MEM 103.777344 1764089480.7461
MEM 103.777344 1764089480.8464
MEM 103.777344 1764089480.9467
MEM 103.777344 1764089481.0470
MEM 103.777344 1764089481.1473
MEM 103.777344 1764089481.2477
MEM 103.777344 1764089481.3480
MEM 103.777344 1764089481.4483
MEM 103.777344 1764089481.5487
MEM 103.777344 1764089481.6490
MEM 103.777344 1764089481.7493
MEM 103.777344 1764089481.8497
MEM 103.777344 1764089481.9500
MEM 103.777344 1764089482.0503
MEM 103.777344 1764089482.1507
MEM 103.777344 1764089482.2510
MEM 103.777344 1764089482.3513
MEM 103.777344 1764089482.4517
MEM 103.777344 1764089482.5520
MEM 103.777344 1764089482.6523
MEM 103.777344 1764089482.7527
MEM 103.777344 1764089482.8530
MEM 103.777344 1764089482.9533
MEM 103.777344 1764089483.0537
MEM 103.777344 1764089483.1540
MEM 103.777344 1764089483.2543
MEM 103.777344 1764089483.3546
MEM 103.777344 1764089483.4550
MEM 103.777344 1764089483.5553
MEM 103.777344 1764089483.6557
MEM 103.777344 1764089483.7560
MEM 103.777344 1764089483.8563
MEM 103.777344 1764089483.9567
MEM 103.777344 1764089484.0570
MEM 103.902344 1764089484.1573
MEM 103.902344 1764089484.2577
MEM 103.902344 1764089484.3580
MEM 103.902344 1764089484.4583
MEM 103.902344 1764089484.5587
MEM 103.902344 1764089484.6590
MEM 103.902344 1764089484.7593
MEM 103.902344 1764089484.8597
MEM 103.902344 1764089484.9600
MEM 103.902344 1764089485.0603
MEM 103.902344 1764089485.1607
MEM 103.902344 1764089485.2610
MEM 103.902344 1764089485.3613
MEM 103.902344 1764089485.4615
MEM 103.902344 1764089485.5619
MEM 103.902344 1764089485.6622
MEM 103.902344 1764089485.7624
MEM 104.027344 1764089485.8627
MEM 104.027344 1764089485.9631
MEM 104.027344 1764089486.0634
MEM 104.027344 1764089486.1637
MEM 104.027344 1764089486.2639
MEM 104.027344 1764089486.3642
MEM 104.027344 1764089486.4645
MEM 104.027344 1764089486.5649
MEM 104.027344 1764089486.6652
MEM 104.027344 1764089486.7655
MEM 104.027344 1764089486.8658
MEM 104.027344 1764089486.9661
MEM 104.027344 1764089487.0665
MEM 104.027344 1764089487.1668
MEM 104.152344 1764089487.2670
MEM 104.152344 1764089487.3673
MEM 104.152344 1764089487.4677
MEM 104.152344 1764089487.5680
MEM 104.152344 1764089487.6683
MEM 104.152344 1764089487.7687
MEM 104.152344 1764089487.8689
MEM 104.152344 1764089487.9692
MEM 104.152344 1764089488.0695
MEM 104.152344 1764089488.1698
MEM 104.152344 1764089488.2701
MEM 104.152344 1764089488.3704
MEM 104.152344 1764089488.4707
MEM 104.152344 1764089488.5710
MEM 104.152344 1764089488.6713
MEM 104.152344 1764089488.7717
MEM 104.152344 1764089488.8720
MEM 104.152344 1764089488.9723
MEM 104.152344 1764089489.0727
MEM 104.152344 1764089489.1730
MEM 104.152344 1764089489.2732
MEM 104.152344 1764089489.3735
MEM 103.324219 1764089489.4739
