CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.257812 1781015563.9379
MEM 26.304688 1781015564.0382
MEM 34.792969 1781015564.1385
MEM 47.121094 1781015564.2393
MEM 61.574219 1781015564.3396
MEM 76.652344 1781015564.4398
MEM 89.742188 1781015564.5400
MEM 94.410156 1781015564.6403
MEM 94.507812 1781015564.7406
MEM 95.453125 1781015564.8409
MEM 99.644531 1781015564.9411
MEM 104.968750 1781015565.0415
MEM 107.601562 1781015565.1418
MEM 108.523438 1781015565.2421
MEM 112.195312 1781015565.3424
MEM 112.546875 1781015565.4427
MEM 112.679688 1781015565.5430
MEM 112.761719 1781015565.6434
MEM 112.808594 1781015565.7437
MEM 110.531250 1781015565.8441
