CMDLINE /opt/hostedtoolcache/Python/3.12.12/x64/bin/python profile_heterodimerization_small.py
MEM 0.257812 1773428877.6368
MEM 25.941406 1773428877.7371
MEM 34.546875 1773428877.8374
MEM 45.742188 1773428877.9384
MEM 63.609375 1773428878.0387
MEM 78.808594 1773428878.1390
MEM 91.632812 1773428878.2394
MEM 96.566406 1773428878.3397
MEM 96.648438 1773428878.4400
MEM 97.214844 1773428878.5403
MEM 99.648438 1773428878.6406
MEM 104.687500 1773428878.7409
MEM 108.273438 1773428878.8413
MEM 110.113281 1773428878.9416
MEM 110.863281 1773428879.0419
MEM 114.199219 1773428879.1423
MEM 114.539062 1773428879.2426
MEM 114.785156 1773428879.3429
MEM 114.859375 1773428879.4433
MEM 114.906250 1773428879.5437
MEM 113.042969 1773428879.6440
