CMDLINE /opt/hostedtoolcache/Python/3.12.12/x64/bin/python profile_heterodimerization_small.py
MEM 0.257812 1772213272.1408
MEM 27.695312 1772213272.2410
MEM 40.683594 1772213272.3419
MEM 45.625000 1772213272.4422
MEM 56.996094 1772213272.5425
MEM 72.992188 1772213272.6427
MEM 89.378906 1772213272.7429
MEM 93.730469 1772213272.8431
MEM 93.730469 1772213272.9434
MEM 94.441406 1772213273.0437
MEM 94.492188 1772213273.1441
MEM 94.746094 1772213273.2444
MEM 94.746094 1772213273.3447
MEM 94.746094 1772213273.4450
MEM 94.746094 1772213273.5452
MEM 94.746094 1772213273.6455
MEM 95.085938 1772213273.7460
MEM 95.085938 1772213273.8463
MEM 95.085938 1772213273.9466
MEM 95.753906 1772213274.0469
MEM 102.281250 1772213274.1471
MEM 106.253906 1772213274.2474
MEM 107.789062 1772213274.3477
MEM 111.519531 1772213274.4480
MEM 112.183594 1772213274.5483
MEM 112.585938 1772213274.6486
MEM 112.808594 1772213274.7491
MEM 112.855469 1772213274.8494
MEM 111.890625 1772213274.9497
