CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.261719 1781277293.6315
MEM 25.792969 1781277293.7318
MEM 31.460938 1781277293.8321
MEM 35.183594 1781277293.9325
MEM 48.171875 1781277294.0333
MEM 60.878906 1781277294.1336
MEM 75.824219 1781277294.2339
MEM 89.683594 1781277294.3342
MEM 95.687500 1781277294.4345
MEM 95.898438 1781277294.5348
MEM 95.984375 1781277294.6352
MEM 95.984375 1781277294.7354
MEM 95.984375 1781277294.8357
MEM 95.984375 1781277294.9361
MEM 96.265625 1781277295.0364
MEM 96.265625 1781277295.1367
MEM 96.265625 1781277295.2370
MEM 96.390625 1781277295.3373
MEM 100.035156 1781277295.4376
MEM 104.992188 1781277295.5380
MEM 108.355469 1781277295.6383
MEM 110.410156 1781277295.7386
MEM 114.332031 1781277295.8389
MEM 115.085938 1781277295.9393
MEM 115.394531 1781277296.0396
MEM 115.476562 1781277296.1400
MEM 115.683594 1781277296.2404
MEM 111.902344 1781277296.3407
