CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.265625 1783613451.3192
MEM 26.285156 1783613451.4195
MEM 41.863281 1783613451.5204
MEM 54.589844 1783613451.6207
MEM 54.660156 1783613451.7210
MEM 54.660156 1783613451.8212
MEM 59.660156 1783613451.9215
MEM 74.183594 1783613452.0217
MEM 85.820312 1783613452.1221
MEM 90.492188 1783613452.2224
MEM 96.843750 1783613452.3227
MEM 97.570312 1783613452.4229
MEM 97.671875 1783613452.5232
MEM 97.695312 1783613452.6235
MEM 97.816406 1783613452.7238
MEM 100.554688 1783613452.8241
MEM 105.617188 1783613452.9244
MEM 108.937500 1783613453.0247
MEM 110.898438 1783613453.1250
MEM 114.265625 1783613453.2253
MEM 115.382812 1783613453.3257
MEM 115.578125 1783613453.4260
MEM 115.656250 1783613453.5264
MEM 115.753906 1783613453.6267
MEM 115.792969 1783613453.7270
MEM 113.835938 1783613453.8274
