CMDLINE /home/runner/work/pykappa/pykappa/.venv/bin/python profile_ktam.py
MEM 0.128906 1765218921.4483
MEM 33.042969 1765218921.5508
MEM 52.738281 1765218921.6510
MEM 69.718750 1765218921.7512
MEM 85.683594 1765218921.8514
MEM 92.164062 1765218921.9517
MEM 97.414062 1765218922.0519
MEM 102.058594 1765218922.1522
MEM 102.558594 1765218922.2525
MEM 103.433594 1765218922.3528
MEM 103.433594 1765218922.4530
MEM 103.433594 1765218922.5532
MEM 103.433594 1765218922.6534
MEM 103.433594 1765218922.7537
MEM 103.433594 1765218922.8539
MEM 103.433594 1765218922.9541
MEM 103.433594 1765218923.0543
MEM 103.433594 1765218923.1546
MEM 103.433594 1765218923.2548
MEM 103.433594 1765218923.3550
MEM 103.433594 1765218923.4552
MEM 103.433594 1765218923.5554
MEM 103.433594 1765218923.6557
MEM 103.433594 1765218923.7559
MEM 103.433594 1765218923.8561
MEM 103.433594 1765218923.9563
MEM 103.433594 1765218924.0565
MEM 103.433594 1765218924.1567
MEM 103.433594 1765218924.2570
MEM 103.433594 1765218924.3572
MEM 103.433594 1765218924.4574
MEM 103.433594 1765218924.5576
MEM 103.433594 1765218924.6578
MEM 103.433594 1765218924.7580
MEM 103.433594 1765218924.8582
MEM 103.433594 1765218924.9584
MEM 103.433594 1765218925.0587
MEM 103.433594 1765218925.1589
MEM 103.433594 1765218925.2591
MEM 103.433594 1765218925.3593
MEM 103.433594 1765218925.4596
MEM 103.433594 1765218925.5598
MEM 103.433594 1765218925.6600
MEM 103.558594 1765218925.7602
MEM 103.558594 1765218925.8604
MEM 103.558594 1765218925.9607
MEM 103.558594 1765218926.0609
MEM 103.558594 1765218926.1611
MEM 103.558594 1765218926.2613
MEM 103.558594 1765218926.3615
MEM 103.558594 1765218926.4618
MEM 103.558594 1765218926.5620
MEM 103.558594 1765218926.6622
MEM 103.558594 1765218926.7624
MEM 103.558594 1765218926.8627
MEM 103.558594 1765218926.9629
MEM 103.558594 1765218927.0631
MEM 103.558594 1765218927.1633
MEM 103.558594 1765218927.2635
MEM 103.558594 1765218927.3638
MEM 103.558594 1765218927.4640
MEM 103.558594 1765218927.5642
MEM 103.558594 1765218927.6644
MEM 103.558594 1765218927.7647
MEM 103.558594 1765218927.8649
MEM 103.558594 1765218927.9652
MEM 103.558594 1765218928.0654
MEM 103.558594 1765218928.1656
MEM 103.558594 1765218928.2658
MEM 103.558594 1765218928.3660
MEM 103.558594 1765218928.4662
MEM 103.558594 1765218928.5664
MEM 103.558594 1765218928.6667
MEM 103.558594 1765218928.7669
MEM 103.558594 1765218928.8671
MEM 103.558594 1765218928.9674
MEM 103.558594 1765218929.0678
MEM 103.558594 1765218929.1681
MEM 103.558594 1765218929.2683
MEM 103.683594 1765218929.3685
MEM 103.683594 1765218929.4688
MEM 103.683594 1765218929.5692
MEM 103.683594 1765218929.6694
MEM 103.683594 1765218929.7697
MEM 103.683594 1765218929.8699
MEM 103.683594 1765218929.9701
MEM 103.683594 1765218930.0704
MEM 103.683594 1765218930.1706
MEM 103.683594 1765218930.2709
MEM 103.683594 1765218930.3711
MEM 103.683594 1765218930.4713
MEM 103.683594 1765218930.5715
MEM 103.683594 1765218930.6718
MEM 103.683594 1765218930.7720
MEM 103.808594 1765218930.8722
MEM 103.808594 1765218930.9725
MEM 103.808594 1765218931.0727
MEM 103.808594 1765218931.1729
MEM 103.808594 1765218931.2731
MEM 103.808594 1765218931.3734
