CMDLINE /home/runner/work/pykappa/pykappa/.venv/bin/python profile_heterodimerization_small.py
MEM 0.128906 1765218914.7382
MEM 26.347656 1765218914.8385
MEM 29.765625 1765218914.9387
MEM 32.593750 1765218915.0389
MEM 35.695312 1765218915.1391
MEM 43.195312 1765218915.2408
MEM 46.203125 1765218915.3410
MEM 50.578125 1765218915.4413
MEM 62.261719 1765218915.5415
MEM 70.972656 1765218915.6418
MEM 71.820312 1765218915.7420
MEM 73.500000 1765218915.8422
MEM 84.675781 1765218915.9426
MEM 83.957031 1765218916.0428
MEM 84.082031 1765218916.1430
MEM 85.808594 1765218916.2433
MEM 86.808594 1765218916.3435
MEM 88.921875 1765218916.4437
MEM 91.761719 1765218916.5440
MEM 94.578125 1765218916.6443
MEM 101.898438 1765218916.7445
MEM 105.824219 1765218916.8448
MEM 106.035156 1765218916.9451
MEM 106.609375 1765218917.0453
MEM 106.609375 1765218917.1456
MEM 106.789062 1765218917.2459
MEM 110.203125 1765218917.3462
MEM 112.078125 1765218917.4465
MEM 113.453125 1765218917.5468
MEM 118.078125 1765218917.6471
MEM 119.203125 1765218917.7474
MEM 119.328125 1765218917.8477
MEM 119.578125 1765218917.9480
MEM 120.203125 1765218918.0483
MEM 123.453125 1765218918.1487
MEM 123.828125 1765218918.2489
MEM 123.828125 1765218918.3492
MEM 123.953125 1765218918.4495
MEM 123.953125 1765218918.5498
MEM 122.121094 1765218918.6501
