CMDLINE /opt/hostedtoolcache/Python/3.12.12/x64/bin/python profile_heterodimerization_small.py
MEM 0.257812 1772739802.9996
MEM 26.183594 1772739803.0998
MEM 30.757812 1772739803.2001
MEM 31.433594 1772739803.3004
MEM 33.890625 1772739803.4006
MEM 34.183594 1772739803.5008
MEM 36.167969 1772739803.6010
MEM 43.542969 1772739803.7013
MEM 44.648438 1772739803.8015
MEM 51.230469 1772739803.9017
MEM 58.019531 1772739804.0019
MEM 66.230469 1772739804.1022
MEM 79.781250 1772739804.2025
MEM 88.589844 1772739804.3028
MEM 96.214844 1772739804.4030
MEM 96.937500 1772739804.5033
MEM 96.992188 1772739804.6035
MEM 97.507812 1772739804.7037
MEM 97.507812 1772739804.8040
MEM 98.117188 1772739804.9042
MEM 103.898438 1772739805.0045
MEM 107.906250 1772739805.1048
MEM 110.242188 1772739805.2051
MEM 111.414062 1772739805.3053
MEM 114.777344 1772739805.4056
MEM 114.992188 1772739805.5058
MEM 115.144531 1772739805.6060
MEM 115.218750 1772739805.7063
MEM 115.265625 1772739805.8065
MEM 111.347656 1772739805.9068
