CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.261719 1782232797.8174
MEM 25.914062 1782232797.9177
MEM 38.167969 1782232798.0181
MEM 55.851562 1782232798.1184
MEM 70.703125 1782232798.2187
MEM 86.031250 1782232798.3191
MEM 96.632812 1782232798.4193
MEM 96.632812 1782232798.5197
MEM 97.378906 1782232798.6200
MEM 97.464844 1782232798.7202
MEM 97.468750 1782232798.8205
MEM 97.468750 1782232798.9208
MEM 97.468750 1782232799.0212
MEM 97.468750 1782232799.1215
MEM 97.468750 1782232799.2218
MEM 97.468750 1782232799.3221
MEM 97.468750 1782232799.4224
MEM 98.531250 1782232799.5226
MEM 104.386719 1782232799.6230
MEM 107.316406 1782232799.7233
MEM 110.632812 1782232799.8236
MEM 112.726562 1782232799.9239
MEM 115.363281 1782232800.0243
MEM 115.945312 1782232800.1246
MEM 115.992188 1782232800.2250
MEM 116.078125 1782232800.3253
MEM 116.101562 1782232800.4256
