CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.261719 1783698579.6689
MEM 27.257812 1783698579.7693
MEM 42.781250 1783698579.8699
MEM 54.800781 1783698579.9702
MEM 64.375000 1783698580.0704
MEM 77.144531 1783698580.1709
MEM 90.539062 1783698580.2712
MEM 96.929688 1783698580.3715
MEM 97.675781 1783698580.4718
MEM 97.769531 1783698580.5720
MEM 97.769531 1783698580.6723
MEM 98.214844 1783698580.7726
MEM 101.441406 1783698580.8728
MEM 106.031250 1783698580.9731
MEM 110.515625 1783698581.0734
MEM 112.187500 1783698581.1738
MEM 115.468750 1783698581.2741
MEM 115.917969 1783698581.3745
MEM 116.257812 1783698581.4748
MEM 116.312500 1783698581.5751
MEM 116.355469 1783698581.6754
MEM 115.390625 1783698581.7757
