CMDLINE /home/runner/work/pykappa/pykappa/.venv/bin/python profile_ktam.py
MEM 0.281250 1767720122.8240
MEM 32.875000 1767720122.9242
MEM 52.300781 1767720123.0244
MEM 69.789062 1767720123.1246
MEM 85.585938 1767720123.2249
MEM 92.269531 1767720123.3251
MEM 97.519531 1767720123.4254
MEM 102.414062 1767720123.5255
MEM 102.914062 1767720123.6259
MEM 103.789062 1767720123.7261
MEM 103.789062 1767720123.8263
MEM 103.789062 1767720123.9265
MEM 103.789062 1767720124.0267
MEM 103.789062 1767720124.1269
MEM 103.789062 1767720124.2272
MEM 103.789062 1767720124.3274
MEM 103.789062 1767720124.4276
MEM 103.789062 1767720124.5278
MEM 103.789062 1767720124.6280
MEM 103.789062 1767720124.7283
MEM 103.789062 1767720124.8285
MEM 103.789062 1767720124.9287
MEM 103.789062 1767720125.0289
MEM 103.789062 1767720125.1291
MEM 103.789062 1767720125.2293
MEM 103.789062 1767720125.3295
MEM 103.789062 1767720125.4298
MEM 103.789062 1767720125.5300
MEM 103.789062 1767720125.6302
MEM 103.789062 1767720125.7304
MEM 103.789062 1767720125.8306
MEM 103.789062 1767720125.9308
MEM 103.789062 1767720126.0310
MEM 103.789062 1767720126.1312
MEM 103.789062 1767720126.2314
MEM 103.789062 1767720126.3316
MEM 103.789062 1767720126.4319
MEM 103.789062 1767720126.5321
MEM 103.789062 1767720126.6323
MEM 103.789062 1767720126.7325
MEM 103.789062 1767720126.8328
MEM 103.789062 1767720126.9330
MEM 103.789062 1767720127.0332
MEM 103.789062 1767720127.1335
MEM 103.789062 1767720127.2338
MEM 103.789062 1767720127.3340
MEM 103.789062 1767720127.4342
MEM 103.789062 1767720127.5345
MEM 103.789062 1767720127.6348
MEM 103.789062 1767720127.7351
MEM 103.789062 1767720127.8353
MEM 103.789062 1767720127.9356
MEM 103.914062 1767720128.0358
MEM 103.914062 1767720128.1360
MEM 103.914062 1767720128.2362
MEM 103.914062 1767720128.3364
MEM 103.914062 1767720128.4366
MEM 103.914062 1767720128.5369
MEM 103.914062 1767720128.6371
MEM 103.914062 1767720128.7373
MEM 103.914062 1767720128.8375
MEM 103.914062 1767720128.9378
MEM 103.914062 1767720129.0380
MEM 103.914062 1767720129.1382
MEM 103.914062 1767720129.2384
MEM 103.914062 1767720129.3386
MEM 103.914062 1767720129.4389
MEM 104.039062 1767720129.5391
MEM 104.039062 1767720129.6394
MEM 104.039062 1767720129.7396
MEM 104.039062 1767720129.8399
MEM 104.039062 1767720129.9401
MEM 104.039062 1767720130.0403
MEM 104.039062 1767720130.1405
MEM 104.039062 1767720130.2408
MEM 104.039062 1767720130.3411
MEM 104.039062 1767720130.4414
MEM 104.039062 1767720130.5417
MEM 104.039062 1767720130.6420
MEM 104.039062 1767720130.7423
MEM 104.039062 1767720130.8426
MEM 104.039062 1767720130.9429
MEM 104.164062 1767720131.0431
MEM 104.164062 1767720131.1433
MEM 104.164062 1767720131.2435
MEM 104.164062 1767720131.3437
MEM 104.164062 1767720131.4440
MEM 104.164062 1767720131.5443
MEM 104.164062 1767720131.6445
MEM 104.164062 1767720131.7447
MEM 104.164062 1767720131.8449
MEM 104.164062 1767720131.9452
MEM 104.164062 1767720132.0454
MEM 104.164062 1767720132.1457
MEM 104.164062 1767720132.2460
MEM 104.164062 1767720132.3463
MEM 104.164062 1767720132.4466
MEM 104.164062 1767720132.5469
MEM 103.332031 1767720132.6473
