CMDLINE /home/runner/work/pykappa/pykappa/.venv/bin/python profile_heterodimerization_small.py
MEM 0.281250 1765219221.1233
MEM 26.652344 1765219221.2236
MEM 29.171875 1765219221.3237
MEM 30.101562 1765219221.4239
MEM 32.675781 1765219221.5242
MEM 32.925781 1765219221.6244
MEM 35.808594 1765219221.7246
MEM 43.363281 1765219221.8267
MEM 45.855469 1765219221.9269
MEM 50.667969 1765219222.0271
MEM 57.113281 1765219222.1273
MEM 63.164062 1765219222.2275
MEM 71.710938 1765219222.3277
MEM 72.375000 1765219222.4279
MEM 74.464844 1765219222.5281
MEM 83.421875 1765219222.6284
MEM 85.027344 1765219222.7287
MEM 85.156250 1765219222.8289
MEM 85.730469 1765219222.9291
MEM 87.019531 1765219223.0293
MEM 89.257812 1765219223.1295
MEM 91.753906 1765219223.2297
MEM 94.964844 1765219223.3300
MEM 96.496094 1765219223.4302
MEM 103.804688 1765219223.5304
MEM 106.417969 1765219223.6306
MEM 106.417969 1765219223.7309
MEM 106.988281 1765219223.8311
MEM 106.988281 1765219223.9313
MEM 106.988281 1765219224.0315
MEM 106.988281 1765219224.1317
MEM 106.988281 1765219224.2319
MEM 106.988281 1765219224.3321
MEM 106.988281 1765219224.4323
MEM 106.988281 1765219224.5325
MEM 106.988281 1765219224.6327
MEM 106.988281 1765219224.7329
MEM 106.988281 1765219224.8331
MEM 106.988281 1765219224.9333
MEM 106.988281 1765219225.0335
MEM 106.988281 1765219225.1337
MEM 106.988281 1765219225.2339
MEM 106.988281 1765219225.3341
MEM 106.988281 1765219225.4343
MEM 107.503906 1765219225.5344
MEM 111.054688 1765219225.6346
MEM 113.679688 1765219225.7348
MEM 118.304688 1765219225.8351
MEM 118.804688 1765219225.9353
MEM 119.429688 1765219226.0355
MEM 119.679688 1765219226.1358
MEM 120.304688 1765219226.2361
MEM 123.429688 1765219226.3363
MEM 124.054688 1765219226.4365
MEM 124.054688 1765219226.5368
MEM 124.179688 1765219226.6370
MEM 124.179688 1765219226.7372
MEM 122.320312 1765219226.8375
