CMDLINE /home/runner/work/pykappa/pykappa/.venv/bin/python profile_uni_bi_small.py
MEM 0.265625 1771121411.3519
MEM 32.464844 1771121411.4537
MEM 51.875000 1771121411.5540
MEM 69.582031 1771121411.6542
MEM 84.589844 1771121411.7545
MEM 92.164062 1771121411.8548
MEM 97.535156 1771121411.9550
MEM 102.300781 1771121412.0553
MEM 102.949219 1771121412.1557
MEM 106.218750 1771121412.2559
MEM 106.273438 1771121412.3562
MEM 106.437500 1771121412.4565
MEM 106.531250 1771121412.5568
MEM 106.578125 1771121412.6571
MEM 106.593750 1771121412.7574
MEM 106.609375 1771121412.8577
MEM 106.609375 1771121412.9580
MEM 106.628906 1771121413.0583
MEM 106.628906 1771121413.1586
MEM 106.628906 1771121413.2588
MEM 106.628906 1771121413.3591
MEM 106.628906 1771121413.4594
MEM 106.628906 1771121413.5596
MEM 106.628906 1771121413.6599
MEM 106.628906 1771121413.7602
MEM 106.628906 1771121413.8604
MEM 106.628906 1771121413.9608
MEM 106.628906 1771121414.0610
MEM 106.628906 1771121414.1613
MEM 106.628906 1771121414.2615
MEM 106.632812 1771121414.3618
MEM 106.632812 1771121414.4620
MEM 106.652344 1771121414.5622
MEM 106.652344 1771121414.6624
MEM 106.652344 1771121414.7627
MEM 106.656250 1771121414.8630
MEM 106.656250 1771121414.9632
MEM 106.656250 1771121415.0635
MEM 106.656250 1771121415.1638
MEM 106.660156 1771121415.2641
MEM 106.660156 1771121415.3644
MEM 106.660156 1771121415.4647
MEM 106.664062 1771121415.5650
MEM 106.664062 1771121415.6652
MEM 106.664062 1771121415.7655
MEM 106.664062 1771121415.8658
MEM 106.664062 1771121415.9661
MEM 106.667969 1771121416.0664
MEM 106.667969 1771121416.1667
MEM 106.667969 1771121416.2669
MEM 106.667969 1771121416.3672
MEM 106.671875 1771121416.4676
MEM 106.671875 1771121416.5679
MEM 106.671875 1771121416.6681
MEM 106.671875 1771121416.7684
MEM 106.671875 1771121416.8687
MEM 106.671875 1771121416.9689
MEM 106.675781 1771121417.0691
MEM 106.675781 1771121417.1694
MEM 106.675781 1771121417.2697
MEM 106.675781 1771121417.3700
MEM 106.675781 1771121417.4703
MEM 106.675781 1771121417.5706
