CMDLINE /home/runner/work/pykappa/pykappa/.venv/bin/python profile_heterodimerization_small.py
MEM 0.453125 1771121382.0637
MEM 26.585938 1771121382.1639
MEM 29.925781 1771121382.2642
MEM 32.871094 1771121382.3645
MEM 36.128906 1771121382.4647
MEM 43.644531 1771121382.5657
MEM 44.308594 1771121382.6660
MEM 49.753906 1771121382.7662
MEM 58.378906 1771121382.8664
MEM 64.140625 1771121382.9667
MEM 72.210938 1771121383.0670
MEM 72.742188 1771121383.1673
MEM 74.488281 1771121383.2676
MEM 83.515625 1771121383.3679
MEM 84.472656 1771121383.4681
MEM 84.531250 1771121383.5684
MEM 85.898438 1771121383.6687
MEM 87.152344 1771121383.7690
MEM 89.523438 1771121383.8693
MEM 92.050781 1771121383.9696
MEM 95.191406 1771121384.0698
MEM 96.667969 1771121384.1701
MEM 103.777344 1771121384.2704
MEM 106.601562 1771121384.3708
MEM 106.613281 1771121384.4710
MEM 107.316406 1771121384.5713
MEM 107.316406 1771121384.6716
MEM 107.382812 1771121384.7719
MEM 107.382812 1771121384.8721
MEM 110.929688 1771121384.9724
MEM 112.761719 1771121385.0727
MEM 114.156250 1771121385.1730
MEM 118.730469 1771121385.2733
MEM 119.816406 1771121385.3736
MEM 119.859375 1771121385.4739
MEM 120.214844 1771121385.5742
MEM 120.902344 1771121385.6744
MEM 127.054688 1771121385.7747
MEM 128.261719 1771121385.8750
MEM 128.261719 1771121385.9753
MEM 128.261719 1771121386.0756
MEM 128.273438 1771121386.1759
MEM 128.273438 1771121386.2762
MEM 123.296875 1771121386.3765
