CMDLINE /home/runner/work/pykappa/pykappa/.venv/bin/python profile_heterodimerization_small.py
MEM 0.265625 1771282178.5322
MEM 26.851562 1771282178.6324
MEM 30.070312 1771282178.7327
MEM 32.859375 1771282178.8328
MEM 35.125000 1771282178.9330
MEM 43.617188 1771282179.0337
MEM 44.972656 1771282179.1338
MEM 50.531250 1771282179.2340
MEM 57.417969 1771282179.3342
MEM 63.722656 1771282179.4344
MEM 72.039062 1771282179.5346
MEM 72.808594 1771282179.6348
MEM 82.578125 1771282179.7350
MEM 83.691406 1771282179.8353
MEM 85.207031 1771282179.9355
MEM 85.679688 1771282180.0357
MEM 87.171875 1771282180.1359
MEM 89.265625 1771282180.2361
MEM 93.242188 1771282180.3363
MEM 93.757812 1771282180.4366
MEM 96.585938 1771282180.5368
MEM 103.929688 1771282180.6371
MEM 106.437500 1771282180.7373
MEM 106.437500 1771282180.8376
MEM 107.042969 1771282180.9378
MEM 107.105469 1771282181.0380
MEM 107.109375 1771282181.1382
MEM 110.617188 1771282181.2384
MEM 112.515625 1771282181.3386
MEM 113.871094 1771282181.4388
MEM 118.472656 1771282181.5390
MEM 119.582031 1771282181.6392
MEM 119.726562 1771282181.7395
MEM 120.046875 1771282181.8397
MEM 121.031250 1771282181.9399
MEM 124.058594 1771282182.0401
MEM 124.265625 1771282182.1403
MEM 124.312500 1771282182.2406
MEM 124.375000 1771282182.3408
MEM 122.449219 1771282182.4411
