CMDLINE /home/runner/work/pykappa/pykappa/.venv/bin/python profile_uni_bi_small.py
MEM 0.496094 1771282205.2011
MEM 32.437500 1771282205.3017
MEM 52.753906 1771282205.4019
MEM 69.976562 1771282205.5021
MEM 86.914062 1771282205.6024
MEM 93.691406 1771282205.7026
MEM 100.648438 1771282205.8028
MEM 102.726562 1771282205.9031
MEM 105.378906 1771282206.0033
MEM 105.382812 1771282206.1036
MEM 105.562500 1771282206.2038
MEM 105.648438 1771282206.3040
MEM 105.726562 1771282206.4042
MEM 105.726562 1771282206.5044
MEM 105.726562 1771282206.6046
MEM 105.726562 1771282206.7049
MEM 105.726562 1771282206.8050
MEM 105.726562 1771282206.9053
MEM 105.726562 1771282207.0055
MEM 105.750000 1771282207.1057
MEM 105.765625 1771282207.2059
MEM 105.765625 1771282207.3065
MEM 105.765625 1771282207.4067
MEM 105.765625 1771282207.5075
MEM 105.785156 1771282207.6077
MEM 105.785156 1771282207.7079
MEM 105.785156 1771282207.8081
MEM 105.804688 1771282207.9083
MEM 105.804688 1771282208.0085
MEM 105.804688 1771282208.1088
MEM 105.804688 1771282208.2089
MEM 105.804688 1771282208.3092
MEM 105.804688 1771282208.4094
MEM 105.808594 1771282208.5096
MEM 105.808594 1771282208.6098
MEM 105.808594 1771282208.7100
MEM 105.812500 1771282208.8102
MEM 105.812500 1771282208.9104
MEM 105.812500 1771282209.0106
MEM 105.816406 1771282209.1108
MEM 105.816406 1771282209.2110
MEM 105.816406 1771282209.3112
MEM 105.816406 1771282209.4114
MEM 105.824219 1771282209.5116
MEM 105.824219 1771282209.6119
MEM 105.824219 1771282209.7121
MEM 105.824219 1771282209.8123
MEM 105.828125 1771282209.9125
MEM 105.828125 1771282210.0127
MEM 105.828125 1771282210.1129
MEM 105.828125 1771282210.2134
MEM 105.828125 1771282210.3137
MEM 105.832031 1771282210.4139
MEM 105.832031 1771282210.5141
MEM 105.832031 1771282210.6143
MEM 105.832031 1771282210.7145
MEM 105.832031 1771282210.8148
MEM 105.832031 1771282210.9150
MEM 105.835938 1771282211.0152
MEM 105.835938 1771282211.1154
MEM 105.839844 1771282211.2156
MEM 105.839844 1771282211.3158
MEM 105.839844 1771282211.4161
