CMDLINE /home/runner/work/pykappa/pykappa/.venv/bin/python profile_ktam.py
MEM 0.492188 1771282185.1950
MEM 33.484375 1771282185.2957
MEM 54.507812 1771282185.3959
MEM 70.953125 1771282185.4961
MEM 87.144531 1771282185.5963
MEM 93.914062 1771282185.6968
MEM 101.031250 1771282185.7971
MEM 102.863281 1771282185.8973
MEM 103.800781 1771282185.9976
MEM 103.828125 1771282186.0978
MEM 103.843750 1771282186.1980
MEM 103.843750 1771282186.2981
MEM 103.843750 1771282186.3987
MEM 103.843750 1771282186.4992
MEM 103.843750 1771282186.5995
MEM 103.843750 1771282186.6997
MEM 103.843750 1771282186.7999
MEM 103.843750 1771282186.9001
MEM 103.843750 1771282187.0003
MEM 103.843750 1771282187.1005
MEM 103.843750 1771282187.2007
MEM 103.843750 1771282187.3009
MEM 103.843750 1771282187.4011
MEM 103.843750 1771282187.5014
MEM 103.843750 1771282187.6016
MEM 103.843750 1771282187.7018
MEM 103.843750 1771282187.8020
MEM 103.843750 1771282187.9022
MEM 103.843750 1771282188.0024
MEM 103.843750 1771282188.1027
MEM 103.843750 1771282188.2029
MEM 103.843750 1771282188.3030
MEM 103.851562 1771282188.4038
MEM 103.855469 1771282188.5040
MEM 103.859375 1771282188.6042
MEM 103.863281 1771282188.7048
MEM 103.863281 1771282188.8050
MEM 103.863281 1771282188.9052
MEM 103.867188 1771282189.0054
MEM 103.871094 1771282189.1056
MEM 103.871094 1771282189.2059
MEM 103.871094 1771282189.3061
MEM 103.875000 1771282189.4063
MEM 103.882812 1771282189.5065
MEM 103.890625 1771282189.6067
MEM 103.898438 1771282189.7069
MEM 103.906250 1771282189.8071
MEM 103.914062 1771282189.9073
MEM 103.925781 1771282190.0076
MEM 103.933594 1771282190.1078
MEM 103.945312 1771282190.2080
MEM 103.949219 1771282190.3083
MEM 103.960938 1771282190.4085
MEM 103.968750 1771282190.5087
MEM 103.976562 1771282190.6089
MEM 103.980469 1771282190.7091
MEM 103.996094 1771282190.8093
MEM 104.007812 1771282190.9096
MEM 104.015625 1771282191.0098
MEM 104.027344 1771282191.1100
MEM 104.031250 1771282191.2102
MEM 104.042969 1771282191.3104
MEM 104.050781 1771282191.4106
MEM 104.058594 1771282191.5108
MEM 104.070312 1771282191.6110
MEM 104.074219 1771282191.7113
MEM 104.082031 1771282191.8115
MEM 104.089844 1771282191.9117
MEM 104.105469 1771282192.0119
MEM 104.113281 1771282192.1125
MEM 104.121094 1771282192.2127
MEM 104.128906 1771282192.3129
MEM 104.136719 1771282192.4131
MEM 104.148438 1771282192.5137
MEM 104.156250 1771282192.6140
MEM 104.164062 1771282192.7142
MEM 104.171875 1771282192.8144
MEM 104.183594 1771282192.9149
MEM 104.191406 1771282193.0151
MEM 104.199219 1771282193.1157
MEM 104.207031 1771282193.2159
MEM 104.214844 1771282193.3161
MEM 104.222656 1771282193.4163
MEM 104.230469 1771282193.5166
MEM 104.242188 1771282193.6168
MEM 104.250000 1771282193.7170
MEM 104.261719 1771282193.8172
MEM 104.269531 1771282193.9174
MEM 104.277344 1771282194.0176
MEM 104.285156 1771282194.1178
MEM 104.292969 1771282194.2180
MEM 104.304688 1771282194.3182
MEM 104.308594 1771282194.4185
