CMDLINE /opt/hostedtoolcache/Python/3.12.12/x64/bin/python profile_heterodimerization_small.py
MEM 0.265625 1773681621.7206
MEM 26.179688 1773681621.8210
MEM 34.925781 1773681621.9212
MEM 45.027344 1773681622.0221
MEM 56.984375 1773681622.1223
MEM 71.796875 1773681622.2226
MEM 81.246094 1773681622.3229
MEM 96.132812 1773681622.4231
MEM 96.359375 1773681622.5233
MEM 96.863281 1773681622.6236
MEM 96.925781 1773681622.7238
MEM 97.183594 1773681622.8241
MEM 97.183594 1773681622.9244
MEM 97.183594 1773681623.0246
MEM 97.562500 1773681623.1249
MEM 97.562500 1773681623.2252
MEM 97.562500 1773681623.3254
MEM 97.562500 1773681623.4257
MEM 97.562500 1773681623.5259
MEM 97.562500 1773681623.6262
MEM 97.562500 1773681623.7264
MEM 97.562500 1773681623.8267
MEM 97.562500 1773681623.9270
MEM 97.562500 1773681624.0272
MEM 97.562500 1773681624.1274
MEM 97.777344 1773681624.2277
MEM 101.957031 1773681624.3280
MEM 107.109375 1773681624.4282
MEM 109.878906 1773681624.5285
MEM 110.437500 1773681624.6288
MEM 114.359375 1773681624.7290
MEM 114.757812 1773681624.8293
MEM 115.109375 1773681624.9295
MEM 115.187500 1773681625.0298
MEM 115.398438 1773681625.1300
MEM 113.464844 1773681625.2303
