CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.261719 1781804356.4213
MEM 26.496094 1781804356.5216
MEM 41.527344 1781804356.6218
MEM 51.421875 1781804356.7225
MEM 63.628906 1781804356.8228
MEM 79.957031 1781804356.9231
MEM 91.976562 1781804357.0234
MEM 97.066406 1781804357.1237
MEM 97.136719 1781804357.2240
MEM 97.210938 1781804357.3242
MEM 97.335938 1781804357.4244
MEM 100.652344 1781804357.5247
MEM 105.457031 1781804357.6250
MEM 109.398438 1781804357.7253
MEM 110.675781 1781804357.8257
MEM 112.945312 1781804357.9260
MEM 114.746094 1781804358.0262
MEM 115.289062 1781804358.1265
MEM 115.355469 1781804358.2267
MEM 115.425781 1781804358.3270
MEM 115.488281 1781804358.4275
MEM 114.519531 1781804358.5278
