CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.496094 1779123390.8066
MEM 26.921875 1779123390.9070
MEM 35.312500 1779123391.0074
MEM 48.414062 1779123391.1083
MEM 63.832031 1779123391.2086
MEM 80.500000 1779123391.3091
MEM 93.816406 1779123391.4094
MEM 94.531250 1779123391.5099
MEM 94.847656 1779123391.6103
MEM 98.082031 1779123391.7108
MEM 103.625000 1779123391.8114
MEM 106.921875 1779123391.9118
MEM 108.265625 1779123392.0122
MEM 112.191406 1779123392.1126
MEM 112.632812 1779123392.2129
MEM 112.953125 1779123392.3132
MEM 113.000000 1779123392.4137
MEM 113.046875 1779123392.5142
MEM 111.738281 1779123392.6146
MEM 109.781250 1779123392.7149
