CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.261719 1781275572.3403
MEM 26.535156 1781275572.4405
MEM 34.160156 1781275572.5407
MEM 43.371094 1781275572.6413
MEM 57.027344 1781275572.7416
MEM 71.042969 1781275572.8418
MEM 87.101562 1781275572.9421
MEM 95.699219 1781275573.0423
MEM 95.882812 1781275573.1426
MEM 95.968750 1781275573.2428
MEM 99.972656 1781275573.3430
MEM 104.753906 1781275573.4434
MEM 109.093750 1781275573.5437
MEM 110.644531 1781275573.6439
MEM 114.390625 1781275573.7441
MEM 115.019531 1781275573.8444
MEM 115.328125 1781275573.9446
MEM 115.445312 1781275574.0448
MEM 115.531250 1781275574.1451
MEM 113.863281 1781275574.2454
