CMDLINE /home/runner/work/pykappa/pykappa/.venv/bin/python profile_ktam.py
MEM 0.496094 1771021771.2247
MEM 31.617188 1771021771.3255
MEM 49.742188 1771021771.4258
MEM 67.519531 1771021771.5260
MEM 78.933594 1771021771.6263
MEM 89.472656 1771021771.7266
MEM 95.746094 1771021771.8269
MEM 101.675781 1771021771.9272
MEM 102.863281 1771021772.0276
MEM 104.421875 1771021772.1279
MEM 104.460938 1771021772.2282
MEM 104.476562 1771021772.3286
MEM 104.476562 1771021772.4289
MEM 104.480469 1771021772.5292
MEM 104.488281 1771021772.6295
MEM 104.488281 1771021772.7299
MEM 104.488281 1771021772.8302
MEM 104.488281 1771021772.9305
MEM 104.488281 1771021773.0309
MEM 104.488281 1771021773.1312
MEM 104.488281 1771021773.2315
MEM 104.492188 1771021773.3319
MEM 104.492188 1771021773.4322
MEM 104.496094 1771021773.5325
MEM 104.539062 1771021773.6329
MEM 104.539062 1771021773.7332
MEM 104.542969 1771021773.8335
MEM 104.542969 1771021773.9338
MEM 104.546875 1771021774.0341
MEM 104.546875 1771021774.1344
MEM 104.546875 1771021774.2347
MEM 104.550781 1771021774.3351
MEM 104.550781 1771021774.4354
MEM 104.550781 1771021774.5357
MEM 104.558594 1771021774.6360
MEM 104.558594 1771021774.7363
MEM 104.558594 1771021774.8366
MEM 104.562500 1771021774.9369
MEM 104.562500 1771021775.0372
MEM 104.562500 1771021775.1376
MEM 104.566406 1771021775.2379
MEM 104.566406 1771021775.3382
MEM 104.570312 1771021775.4386
MEM 104.570312 1771021775.5389
MEM 104.574219 1771021775.6392
MEM 104.574219 1771021775.7396
MEM 104.574219 1771021775.8399
MEM 104.574219 1771021775.9403
MEM 104.574219 1771021776.0406
MEM 104.582031 1771021776.1410
MEM 104.582031 1771021776.2414
MEM 104.582031 1771021776.3418
MEM 104.582031 1771021776.4421
MEM 104.582031 1771021776.5424
MEM 104.589844 1771021776.6427
MEM 104.589844 1771021776.7431
MEM 104.593750 1771021776.8434
MEM 104.593750 1771021776.9436
MEM 104.593750 1771021777.0439
MEM 104.597656 1771021777.1442
MEM 104.597656 1771021777.2445
MEM 104.601562 1771021777.3447
MEM 104.601562 1771021777.4450
MEM 104.601562 1771021777.5454
MEM 104.601562 1771021777.6457
MEM 104.601562 1771021777.7460
MEM 104.609375 1771021777.8463
MEM 104.609375 1771021777.9466
MEM 104.613281 1771021778.0468
MEM 104.613281 1771021778.1472
MEM 104.613281 1771021778.2475
MEM 104.613281 1771021778.3478
MEM 104.613281 1771021778.4482
MEM 104.621094 1771021778.5485
MEM 104.621094 1771021778.6488
MEM 104.625000 1771021778.7491
MEM 104.625000 1771021778.8494
MEM 104.625000 1771021778.9497
MEM 104.628906 1771021779.0500
MEM 104.628906 1771021779.1504
MEM 104.628906 1771021779.2507
MEM 104.636719 1771021779.3510
MEM 104.636719 1771021779.4514
MEM 104.640625 1771021779.5517
MEM 104.640625 1771021779.6520
MEM 104.644531 1771021779.7523
MEM 104.644531 1771021779.8526
MEM 104.644531 1771021779.9528
MEM 104.644531 1771021780.0531
MEM 104.648438 1771021780.1535
MEM 104.652344 1771021780.2537
MEM 104.652344 1771021780.3541
MEM 104.656250 1771021780.4544
MEM 104.656250 1771021780.5547
MEM 104.656250 1771021780.6551
MEM 104.660156 1771021780.7554
MEM 104.660156 1771021780.8557
MEM 104.664062 1771021780.9560
MEM 0.000000 1771021781.0563
